,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.09,1.51,2.28,2.5,2.41,2.07,0.67,0.81,0.5,0.47,0.44,0.58,0.33,0.43,0.57,0.34
f_1,2.27,1.09,2.21,2.54,2.27,2.01,0.52,0.67,0.51,0.4,0.43,0.56,0.26,0.42,0.38,0.36
d_1,3.09,3.17,1.08,2.54,2.28,2.39,0.68,0.48,0.86,0.51,0.52,0.44,0.35,0.48,0.51,0.24
c_1,2.27,2.58,3.66,1.1,2.23,2.54,0.78,0.78,0.36,0.69,0.58,0.66,0.39,0.62,0.58,0.4
b_1,2.88,2.96,3.67,1.8,1.11,2.91,0.94,1.0,0.56,0.83,0.94,0.67,0.43,0.72,0.55,0.52
a_1,4.84,5.67,5.14,4.62,2.57,1.12,1.4,1.42,1.12,1.18,1.2,1.05,0.9,1.44,0.86,0.69
h_1,8.91,10.09,8.38,8.68,9.36,7.99,1.51,2.66,1.8,1.7,1.79,1.69,1.54,1.95,1.53,1.23
g_1,12.31,13.31,10.76,11.12,10.2,10.09,2.51,1.55,2.54,2.16,2.34,2.14,1.33,2.16,2.15,1.71
d_0,8.01,11.19,17.11,12.93,12.77,10.5,4.1,3.98,1.81,2.43,2.71,2.69,1.63,3.02,2.55,1.91
c_0,14.08,13.65,7.51,18.54,13.31,10.95,3.55,3.35,3.93,1.84,2.64,2.4,1.79,2.36,2.31,1.75
b_0,12.76,15.35,10.87,16.31,17.39,12.2,4.06,3.63,3.01,1.68,1.86,2.6,2.02,3.17,2.28,2.01
f_0,14.62,20.08,12.85,13.66,13.7,10.95,3.86,2.53,3.08,3.07,3.3,1.86,1.96,3.22,2.93,1.4
h_0,17.5,19.34,17.02,18.65,19.03,14.33,6.52,5.08,3.91,3.34,3.52,3.33,3.65,3.24,3.0,2.56
a_0,19.56,23.51,16.84,19.11,21.32,26.56,6.14,5.24,4.65,3.53,2.3,3.74,3.12,1.98,3.37,2.53
e_0,25.1,38.69,19.12,18.01,20.25,17.37,5.97,5.04,4.18,3.97,4.43,2.42,3.14,3.53,2.15,2.73
g_0,23.12,22.65,21.67,24.15,21.98,19.63,5.34,7.86,5.04,4.55,4.05,3.99,2.41,3.95,4.37,3.44
