,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.22,0.03,0.02,0.03,0.03,0.02,0.05,0.04,0.13,0.04,0.07,0.06,0.07,0.03,,0.06
f_1,0.05,2.27,0.03,0.03,0.03,0.02,0.06,0.05,0.09,0.07,0.07,,0.08,0.05,0.03,0.04
d_1,0.03,0.03,2.32,0.02,0.04,0.02,0.06,0.04,,0.11,0.07,0.05,0.1,0.04,0.05,0.07
c_1,0.03,0.02,0.04,2.34,0.06,0.02,0.06,0.04,0.06,,0.05,0.07,0.07,0.04,0.05,0.08
b_1,0.03,0.03,0.04,0.03,2.5,0.05,0.04,0.07,0.07,0.07,,0.05,0.06,0.04,0.03,0.05
a_1,0.04,0.03,0.03,0.04,0.02,3.02,0.07,0.05,0.08,0.04,0.04,0.05,0.1,,,0.05
h_1,0.12,0.17,0.1,0.11,0.11,0.07,2.85,0.28,0.23,0.22,0.18,0.14,,0.24,0.15,0.27
g_1,0.08,0.11,0.17,0.11,0.1,0.08,0.15,2.92,0.21,0.22,0.15,0.47,0.23,0.21,0.13,
d_0,0.16,0.12,,0.27,0.07,0.1,0.34,0.24,1.92,0.33,0.34,0.29,0.49,0.2,0.23,0.39
c_0,0.15,0.14,0.15,,0.09,0.11,0.27,0.22,0.3,2.19,0.33,0.36,0.45,0.3,0.27,0.4
b_0,0.16,0.16,0.19,0.09,,0.07,0.24,0.25,0.33,0.32,2.22,0.27,0.42,0.43,0.19,0.4
f_0,0.16,,0.18,0.17,0.13,0.13,0.18,0.27,0.25,0.33,0.28,2.09,0.39,,,0.38
h_0,0.19,0.38,0.15,0.19,0.16,0.21,,0.48,0.44,0.36,0.42,0.56,,0.46,0.34,0.69
a_0,0.17,0.09,0.12,0.18,0.13,,0.22,0.25,0.26,0.35,0.39,,0.41,2.62,,0.39
e_0,,0.15,0.17,0.16,0.15,,0.35,0.18,0.28,0.33,0.42,,0.43,,2.79,
g_0,0.2,0.19,0.29,0.17,0.19,0.12,0.41,,0.45,0.39,0.45,0.68,0.74,0.32,,
