,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.74,0.88,0.69,0.66,0.6,0.95,1.45,0.85,0.86,0.84,0.94,0.92,0.67,0.58,0.87
f_1,1.18,1.51,0.72,0.61,0.67,0.52,0.69,0.87,0.75,0.76,0.82,0.48,0.87,0.74,0.57,0.92
c_1,0.63,0.72,1.57,0.74,1.13,0.69,0.86,0.81,0.9,0.54,0.68,0.87,0.84,0.64,0.73,0.86
d_1,0.76,0.94,0.61,1.58,0.66,0.57,0.94,0.64,0.75,1.39,0.95,0.86,1.03,0.91,0.78,0.68
b_1,0.77,0.75,0.73,0.81,1.61,1.1,0.77,0.79,0.69,0.78,0.51,0.83,1.1,0.59,0.68,0.81
a_1,0.81,0.88,0.79,0.94,0.58,1.73,0.96,0.92,1.03,0.94,1.02,0.83,1.02,0.62,0.75,0.92
h_1,0.98,1.43,0.94,0.9,0.87,0.63,1.76,1.05,1.1,1.11,1.04,1.16,1.01,1.13,0.9,1.22
d_0,0.8,1.09,1.6,0.68,1.12,0.74,1.19,1.64,0.93,0.98,1.1,1.21,1.39,0.95,1.13,1.17
g_1,0.88,1.0,0.88,1.42,1.0,0.66,1.11,1.3,1.81,1.31,1.24,1.47,1.16,1.06,1.11,0.85
c_0,1.09,1.24,0.83,0.99,0.69,0.71,1.3,1.2,1.09,1.71,2.13,1.2,1.46,1.24,1.07,1.24
b_0,1.13,1.16,1.11,1.05,0.66,0.78,1.5,1.22,1.07,0.98,1.71,1.27,1.16,1.91,1.03,1.39
f_0,0.87,0.97,1.06,1.07,0.99,1.07,1.14,1.27,1.07,1.26,1.38,1.75,1.37,1.2,1.85,1.06
h_0,1.14,1.51,1.06,0.98,0.92,0.81,0.86,1.14,1.34,1.04,1.37,1.16,1.08,1.04,1.07,1.43
a_0,1.23,1.16,1.27,0.99,0.93,0.71,1.19,1.44,1.12,1.22,1.12,1.21,1.61,1.76,1.25,1.3
e_0,0.79,1.32,1.21,1.09,1.17,0.96,1.27,1.17,1.14,1.36,1.43,1.08,1.59,1.11,1.83,1.31
g_0,1.18,0.9,0.95,1.63,1.21,0.9,1.21,1.19,1.08,1.18,1.2,1.87,1.41,1.09,1.17,1.05
