,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.09,1.48,2.52,2.32,2.73,2.2,0.76,0.5,0.67,0.44,0.5,0.56,0.35,0.44,0.6,0.4
f_1,2.34,1.09,2.33,2.38,2.25,1.93,0.5,0.56,0.79,0.48,0.5,0.57,0.26,0.45,0.44,0.35
c_1,2.01,2.59,1.09,3.37,2.5,2.29,0.66,0.33,0.77,0.66,0.49,0.5,0.4,0.5,0.47,0.41
d_1,2.88,2.49,2.63,1.09,2.71,2.5,0.66,0.94,0.44,0.49,0.48,0.53,0.32,0.48,0.49,0.25
b_1,3.1,3.65,1.76,3.29,1.1,3.21,0.87,0.6,0.92,0.9,0.92,0.66,0.55,0.56,0.64,0.46
a_1,4.83,5.02,4.32,4.54,2.13,1.13,1.34,1.06,1.57,0.95,1.42,1.0,0.75,1.44,0.92,0.66
h_1,10.44,9.75,10.05,9.75,8.72,8.68,1.57,1.9,2.56,1.94,2.07,1.83,1.72,2.02,1.6,1.51
d_0,7.54,10.23,12.05,15.28,13.22,12.22,4.04,1.82,4.18,2.32,2.36,2.71,2.17,1.99,3.06,2.36
g_1,12.09,11.96,13.46,11.29,13.35,12.45,2.77,2.75,1.58,2.33,2.42,2.12,1.48,2.1,2.05,2.08
c_0,13.17,12.56,19.67,7.61,13.41,11.99,4.54,4.5,3.14,1.84,2.59,2.58,1.78,2.51,2.55,1.77
b_0,12.25,11.88,18.89,10.11,17.6,10.93,3.9,3.56,3.6,1.61,1.83,2.53,1.83,2.75,2.55,1.86
f_0,15.17,18.87,14.58,14.16,14.98,15.11,4.88,3.32,2.61,3.24,2.91,1.87,2.07,3.08,2.96,1.4
h_0,18.81,19.28,18.58,17.39,16.56,16.09,5.54,3.9,5.57,3.66,3.84,3.49,3.08,3.23,2.83,2.15
a_0,18.25,17.13,22.93,16.35,24.7,22.49,5.35,5.15,4.92,3.06,2.32,3.47,2.85,2.1,3.8,2.87
e_0,23.34,30.42,19.44,18.99,19.16,15.96,5.14,4.21,4.48,3.9,3.74,2.15,2.76,3.42,2.03,2.22
g_0,22.62,21.65,21.04,20.67,20.41,21.75,4.73,4.65,6.21,4.4,4.19,4.35,2.3,4.12,3.84,3.32
