,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.22,0.86,0.96,0.97,0.93,0.65,0.75,0.64,0.59,0.65,,0.59,0.53,0.43,0.53
e_1,0.82,1.0,1.06,1.01,0.91,0.73,0.63,0.72,0.67,0.87,0.74,0.65,0.53,0.57,,0.42
d_1,1.16,0.94,1.0,1.51,0.8,0.86,0.74,0.57,0.84,,0.58,0.53,0.51,0.56,0.62,0.47
c_1,1.04,0.99,0.66,1.0,1.46,0.86,0.77,0.87,,0.4,0.75,0.7,0.56,0.7,0.58,0.7
b_1,1.03,1.1,1.25,0.69,1.0,1.08,0.93,0.84,0.72,0.7,,0.63,0.62,0.55,0.62,0.52
a_1,1.08,1.37,1.17,1.17,0.93,1.0,0.83,0.71,0.68,0.84,,,,0.8,,0.74
h_1,1.53,1.58,1.35,1.3,1.07,1.21,1.0,1.01,0.93,0.92,0.82,0.86,0.92,,0.8,0.91
g_1,1.34,1.4,1.75,1.15,1.2,1.42,0.99,1.0,1.18,1.02,0.84,1.11,0.81,0.83,1.12,
c_0,1.56,1.5,1.19,,1.39,1.47,1.08,0.85,1.0,0.99,1.38,0.99,1.01,0.89,0.74,0.81
d_0,1.69,1.15,,2.5,1.43,1.19,1.09,0.98,1.01,1.0,0.87,0.84,0.94,0.88,0.84,0.9
b_0,1.54,1.34,1.73,1.33,,,1.22,1.19,0.72,1.15,1.0,0.74,1.34,1.27,0.96,1.19
f_0,,1.53,1.89,1.44,1.6,,1.16,0.9,1.01,1.19,1.35,1.0,0.81,0.81,1.21,0.62
a_0,1.71,1.88,1.97,1.8,1.62,,1.09,1.24,0.99,1.06,0.74,1.24,1.0,1.26,,0.81
h_0,1.9,1.74,1.8,1.44,1.83,1.25,,1.21,1.12,1.13,0.79,1.24,0.8,,0.8,1.34
e_0,2.3,,1.61,1.71,1.61,,1.25,0.89,1.35,1.2,1.04,0.82,,1.25,1.0,0.97
g_0,1.89,2.36,2.13,1.43,1.91,1.35,1.1,,1.23,1.11,0.84,1.61,1.24,0.75,1.03,
