,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.88,1.46,1.23,1.74,3.25,25.94,40.48,32.08,31.69,38.5,61.9,84.25,83.0,105.82,120.04
f_1,1.13,1.0,1.04,1.14,1.54,2.61,16.05,27.6,31.79,31.27,37.69,42.12,53.63,76.73,64.52,103.4
c_1,0.69,0.96,1.0,1.22,1.94,2.24,17.07,17.13,26.57,21.12,22.79,40.87,60.37,61.28,67.4,79.14
d_1,0.82,0.87,0.82,1.0,1.46,2.75,17.77,29.08,23.86,40.21,32.79,42.75,61.73,69.08,77.26,68.62
b_1,0.58,0.65,0.52,0.69,1.0,3.37,15.1,17.85,21.47,25.0,23.53,28.8,54.95,46.13,57.02,68.18
a_1,0.31,0.38,0.45,0.37,0.29,1.0,7.32,8.62,9.64,9.28,15.6,14.83,23.49,27.64,27.14,34.41
h_1,0.04,0.06,0.06,0.06,0.07,0.13,1.0,1.05,1.68,1.44,1.6,1.86,3.41,3.5,3.81,5.85
d_0,0.02,0.03,0.06,0.03,0.06,0.12,0.94,1.0,1.22,0.97,1.22,1.67,2.7,2.28,3.24,3.5
g_1,0.03,0.03,0.04,0.04,0.05,0.1,0.59,0.82,1.0,1.05,1.17,1.73,1.89,2.36,2.64,3.23
c_0,0.03,0.03,0.05,0.03,0.04,0.1,0.69,1.08,0.92,1.0,1.52,1.31,2.11,2.41,2.29,2.79
b_0,0.02,0.03,0.04,0.03,0.04,0.07,0.62,0.81,0.81,0.65,1.0,1.25,1.86,3.24,2.41,2.72
f_0,0.02,0.02,0.02,0.02,0.03,0.06,0.54,0.58,0.57,0.78,0.75,1.0,1.49,1.72,2.57,1.66
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.3,0.37,0.53,0.46,0.53,0.7,1.0,1.05,1.13,1.44
a_0,0.01,0.01,0.02,0.02,0.02,0.03,0.28,0.44,0.41,0.4,0.32,0.56,0.91,1.0,1.09,1.17
e_0,0.01,0.02,0.01,0.01,0.02,0.04,0.27,0.34,0.39,0.44,0.41,0.41,0.91,0.85,1.0,1.11
g_0,0.01,0.01,0.01,0.02,0.02,0.03,0.17,0.28,0.33,0.35,0.38,0.58,0.68,0.85,0.91,1.0
