,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.73,0.64,0.67,0.43,0.61,0.52,2.03,5.17,3.37,2.14,3.71,3.18,4.45,2.74,0.77,4.35
f_1,1.1,5.87,0.56,0.67,0.49,0.59,2.1,2.7,2.71,1.84,2.77,0.53,4.1,2.93,2.92,3.58
c_1,0.55,0.64,6.24,0.58,1.16,0.56,2.12,2.87,0.43,2.01,1.84,3.14,4.77,2.92,2.87,4.17
d_1,0.5,0.62,0.42,6.42,0.62,0.45,2.51,0.92,5.67,2.52,3.74,3.19,4.7,3.77,3.36,4.77
b_1,0.52,0.64,0.58,0.58,7.86,1.34,2.19,2.45,2.18,2.01,0.36,2.58,4.34,1.7,3.52,4.67
a_1,0.48,0.72,0.76,0.66,0.47,10.21,2.17,3.19,3.51,1.97,2.55,3.06,4.14,0.79,2.42,3.99
h_1,1.0,1.41,0.98,1.14,0.93,1.01,15.81,4.29,4.56,4.23,3.97,5.03,1.65,5.35,5.82,8.3
d_0,0.97,0.95,2.31,0.28,0.83,1.0,3.98,12.21,4.11,3.72,6.18,5.6,8.52,5.38,5.75,6.85
c_0,1.18,1.17,0.55,1.32,0.67,1.01,3.47,6.16,13.95,3.92,10.99,6.29,7.85,5.25,5.6,8.22
g_1,0.89,0.87,0.96,1.67,0.85,0.89,4.09,5.09,4.27,19.95,4.4,10.02,5.99,5.61,6.74,3.42
b_0,1.31,1.21,1.2,1.15,0.34,0.82,3.87,5.61,5.03,3.65,15.46,5.05,8.03,9.78,5.04,8.59
f_0,1.02,0.34,1.41,0.93,1.25,1.29,5.33,5.73,5.56,4.54,4.9,17.02,7.97,6.23,10.94,8.61
h_0,0.8,1.53,1.11,1.31,1.09,0.7,1.57,5.54,4.8,5.05,4.89,4.56,2.48,5.05,4.83,9.41
a_0,1.25,1.02,1.07,1.13,0.84,,4.88,5.64,5.34,4.62,5.15,6.35,9.49,22.07,5.95,7.66
e_0,0.5,1.19,1.0,1.23,1.06,0.96,4.11,6.72,5.49,5.99,6.38,6.38,7.66,7.53,23.61,7.11
g_0,0.94,0.84,1.07,2.06,0.95,0.78,3.47,4.05,3.38,1.48,4.53,7.08,8.7,4.11,5.89,3.46
