,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.5,1.15,0.69,0.67,0.57,0.51,0.78,0.73,0.85,0.79,0.83,0.56,0.84,0.76,0.57,0.85
e_1,0.73,1.51,0.64,0.89,0.74,0.54,0.84,0.76,1.47,0.91,0.91,0.97,1.04,0.76,0.57,0.94
d_1,0.85,0.74,1.56,0.61,0.7,0.57,1.03,0.77,0.64,1.34,0.91,0.89,1.03,0.82,0.84,0.81
c_1,0.8,0.66,0.85,1.58,1.2,0.51,0.93,0.79,0.68,0.44,0.71,0.8,0.92,0.75,0.71,0.75
b_1,0.86,0.78,0.76,0.63,1.61,1.15,0.83,0.82,0.77,0.89,0.56,0.77,0.85,0.5,0.77,0.79
a_1,0.91,0.92,0.87,0.85,0.61,1.76,1.0,0.74,0.97,1.03,0.91,0.78,1.17,0.47,0.92,1.1
h_1,1.39,0.83,1.0,0.87,0.9,0.77,1.73,1.34,0.93,1.02,1.2,0.94,0.9,1.03,0.85,1.43
g_1,0.97,1.04,1.41,0.97,0.83,0.88,0.97,1.83,0.96,1.08,0.96,1.43,1.08,0.81,1.07,0.89
d_0,1.05,0.88,0.82,1.81,0.93,0.75,1.28,1.09,1.63,0.86,1.2,1.07,1.25,1.03,0.86,1.22
c_0,1.16,1.03,0.95,0.92,0.74,0.88,1.34,1.15,1.49,1.63,1.96,1.34,1.29,1.23,1.09,1.29
b_0,1.25,1.03,1.13,1.11,0.65,0.75,1.25,1.33,1.21,1.1,1.67,1.12,1.37,1.8,0.93,1.23
f_0,0.79,0.84,1.12,1.16,1.0,0.96,1.46,1.2,1.3,1.23,1.37,1.8,1.43,1.14,1.8,1.1
h_0,1.41,0.97,1.09,1.17,0.87,0.76,0.98,1.52,1.21,1.19,1.22,1.09,1.15,0.95,1.11,1.41
a_0,1.19,1.13,1.19,1.07,1.18,0.63,1.21,1.43,1.22,1.1,1.04,1.15,1.54,1.81,0.98,1.16
e_0,1.35,0.86,1.07,1.23,0.82,0.93,1.46,1.45,1.31,1.41,1.51,1.2,1.51,1.0,1.82,1.3
g_0,1.03,0.93,1.56,1.18,0.98,0.69,1.13,1.26,1.12,1.17,1.31,1.7,1.4,1.06,1.06,1.19
