,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.34,0.45,0.29,0.31,0.27,0.25,0.52,0.48,0.73,0.59,0.53,,0.76,0.46,0.65,0.45
e_1,0.24,2.36,0.25,0.29,0.22,0.19,0.52,0.54,0.65,0.99,0.71,0.66,0.78,0.63,0.64,
d_1,0.26,0.27,2.46,0.22,0.26,0.31,0.54,0.5,1.06,,0.57,0.67,0.93,0.43,0.69,0.65
c_1,0.26,0.27,0.3,2.57,0.43,0.26,0.58,0.6,,0.54,0.5,0.67,0.8,0.74,0.72,0.54
b_1,0.3,0.36,0.35,0.25,2.86,0.37,0.41,0.58,0.48,0.56,,0.53,0.88,0.65,0.81,0.51
a_1,0.24,0.32,0.3,0.29,0.27,3.36,0.63,,0.5,0.58,0.61,0.56,0.99,,0.73,
h_1,0.69,0.49,0.5,0.45,0.69,0.43,3.72,1.39,1.03,1.33,1.08,1.03,,1.08,2.0,1.14
g_1,0.61,0.44,0.68,0.54,0.4,,1.05,4.21,1.09,1.19,1.19,1.5,1.24,1.06,,1.27
c_0,0.59,0.57,0.48,,0.64,0.71,1.6,1.32,3.52,0.88,2.51,1.36,1.81,1.2,1.61,1.34
d_0,0.63,0.59,,1.02,0.68,0.67,1.23,0.93,1.56,3.47,1.21,1.43,1.63,0.95,2.02,1.31
b_0,0.6,0.56,0.66,0.63,,0.53,1.52,1.33,0.88,1.61,3.66,1.18,1.56,2.33,1.9,1.29
f_0,,0.45,0.67,0.62,0.72,0.64,1.21,1.04,1.51,1.43,1.46,3.87,1.55,1.72,1.19,2.6
h_0,0.89,0.74,0.64,0.77,0.65,0.6,,1.75,1.66,1.58,1.84,1.91,,1.68,2.99,1.62
a_0,0.82,0.55,0.76,0.52,0.53,,1.37,1.29,1.12,1.68,1.04,1.36,1.5,4.48,1.52,1.62
g_0,0.67,0.72,1.01,0.72,0.51,0.96,1.06,,2.03,1.66,1.7,2.52,1.97,1.73,,
e_0,0.74,,0.55,0.62,0.81,,1.14,1.19,1.42,1.54,1.46,1.02,2.07,1.62,,4.83
