,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,1.07,1.34,1.48,3.45,16.22,28.01,29.64,33.81,44.7,54.43,64.24,80.69,83.26,131.37
e_1,0.81,1.0,1.12,1.54,1.75,3.37,18.1,29.27,34.75,33.97,46.8,62.35,76.27,93.21,114.18,135.39
d_1,0.92,0.89,1.0,0.88,1.21,3.04,14.58,18.88,24.32,40.18,40.26,44.95,60.2,67.55,88.3,95.82
c_1,0.74,0.66,1.13,1.0,1.95,2.89,15.64,22.35,17.09,28.52,29.16,42.96,57.47,66.35,82.15,112.72
b_1,0.67,0.56,0.79,0.53,1.0,2.98,11.62,17.07,14.37,26.8,26.27,31.62,49.69,53.76,65.29,89.61
a_1,0.31,0.29,0.33,0.34,0.34,1.0,5.46,7.93,8.05,10.76,14.17,13.08,21.64,25.47,26.34,39.54
h_1,0.06,0.06,0.07,0.06,0.09,0.18,1.0,1.63,1.53,1.73,2.23,2.67,4.02,4.4,5.99,8.54
g_1,0.03,0.03,0.05,0.04,0.06,0.13,0.58,1.0,0.92,1.34,1.54,2.44,2.45,3.06,4.67,4.44
d_0,0.03,0.03,0.04,0.06,0.07,0.12,0.68,1.12,1.0,1.17,1.43,1.92,2.82,3.12,4.36,4.81
c_0,0.03,0.03,0.03,0.04,0.04,0.09,0.56,0.72,0.87,1.0,1.62,1.34,2.19,2.72,3.26,3.59
b_0,0.02,0.02,0.03,0.03,0.04,0.07,0.47,0.62,0.66,0.62,1.0,1.23,1.85,2.55,2.6,3.1
f_0,0.02,0.02,0.02,0.02,0.03,0.08,0.37,0.41,0.53,0.73,0.79,1.0,1.46,1.59,3.07,2.15
h_0,0.02,0.01,0.02,0.02,0.02,0.05,0.26,0.42,0.37,0.44,0.55,0.69,1.0,1.15,1.48,2.04
a_0,0.01,0.01,0.01,0.01,0.02,0.04,0.23,0.34,0.33,0.39,0.39,0.62,0.84,1.0,1.31,1.55
e_0,0.01,0.01,0.01,0.01,0.01,0.04,0.18,0.21,0.24,0.29,0.4,0.35,0.68,0.79,1.0,1.17
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.13,0.23,0.21,0.29,0.32,0.48,0.48,0.6,0.88,0.99
