,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.91,1.57,1.43,1.64,3.23,21.33,34.42,27.88,29.2,40.87,59.07,76.33,81.89,,114.67
f_1,1.1,1.0,0.88,1.3,1.91,3.59,16.48,30.16,30.4,30.59,41.17,,53.72,100.46,65.09,102.87
c_1,0.64,1.13,1.0,1.22,1.86,2.4,17.58,19.03,30.77,,26.83,45.52,63.09,74.53,67.55,80.06
d_1,0.7,0.77,0.82,1.0,1.38,2.76,17.65,,25.55,44.43,24.79,52.7,60.6,66.16,64.15,70.99
b_1,0.61,0.52,0.54,0.72,1.0,3.07,13.44,17.38,21.52,22.63,,27.31,47.79,44.35,67.38,67.4
a_1,0.31,0.28,0.42,0.36,0.33,1.0,6.21,10.37,9.56,8.46,15.49,14.88,27.99,,25.13,35.49
h_1,0.05,0.06,0.06,0.06,0.07,0.16,1.0,0.95,1.73,1.4,1.61,1.56,,4.26,3.56,6.91
d_0,0.03,0.03,0.05,,0.06,0.1,1.05,1.0,0.91,1.02,1.32,1.71,3.06,1.82,2.98,2.79
g_1,0.04,0.03,0.03,0.04,0.05,0.1,0.58,1.1,1.0,1.12,1.32,1.61,1.71,2.61,3.14,
c_0,0.03,0.03,,0.02,0.04,0.12,0.71,0.98,0.89,1.0,1.28,1.32,1.89,2.25,2.19,3.04
b_0,0.02,0.02,0.04,0.04,,0.06,0.62,0.76,0.76,0.78,1.0,1.77,1.66,2.78,2.58,2.34
f_0,0.02,,0.02,0.02,0.04,0.07,0.64,0.59,0.62,0.76,0.57,1.0,1.51,2.23,2.39,1.69
h_0,0.01,0.02,0.02,0.02,0.02,0.04,,0.33,0.58,0.53,0.6,0.66,,0.9,1.03,1.35
a_0,0.01,0.01,0.01,0.02,0.02,,0.23,0.55,0.38,0.44,0.36,0.45,1.11,1.0,,1.52
e_0,,0.02,0.01,0.02,0.01,0.04,0.28,0.34,0.32,0.46,0.39,0.42,0.97,,1.0,1.23
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.14,0.36,,0.33,0.43,0.59,0.74,0.66,0.81,
