,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,14.5,14.5,18.06,13.98,9.31,2.43,3.62,2.47,2.46,2.2,,1.19,2.96,3.21,2.22
e_1,7.99,0.17,12.67,10.31,16.5,11.96,5.15,3.97,2.18,2.44,3.35,2.66,1.94,2.66,,2.1
d_1,12.2,16.35,0.17,12.0,13.3,15.32,3.69,2.76,,2.51,2.57,3.76,1.56,2.72,2.13,0.97
c_1,12.04,14.31,12.71,0.14,11.64,18.2,4.06,3.52,1.3,,2.4,3.65,1.56,3.41,2.02,2.45
b_1,13.98,15.84,12.86,6.62,0.13,10.83,3.63,3.78,2.98,2.66,,2.67,2.03,2.24,2.77,
a_1,10.21,13.59,13.86,14.15,7.11,0.1,4.62,4.75,2.68,4.32,4.55,,2.16,,2.85,1.43
h_1,2.78,2.8,2.72,4.77,3.77,2.96,0.07,0.94,0.59,0.64,0.7,0.62,,0.77,0.71,0.75
g_1,3.39,3.68,4.6,3.84,3.98,2.28,0.85,0.06,0.78,1.04,0.59,0.51,0.36,0.63,0.8,
d_0,4.15,1.61,,2.61,2.19,3.75,0.56,0.81,0.08,0.45,0.47,0.43,0.39,0.46,0.64,0.41
c_0,3.34,2.27,1.38,,2.01,2.55,0.56,0.69,1.02,0.09,0.53,0.54,0.41,0.42,0.47,0.3
b_0,2.98,2.49,3.4,2.32,,2.95,0.72,0.76,0.53,0.31,0.07,0.62,0.38,0.72,0.48,0.28
f_0,,2.76,2.28,2.53,2.1,,0.64,0.42,0.56,0.45,0.59,0.07,0.38,0.46,0.51,0.27
h_0,1.51,1.94,1.69,2.1,1.57,2.04,,0.58,0.32,0.27,0.28,0.4,,0.34,0.2,0.26
a_0,2.58,2.43,3.89,2.98,3.87,,0.99,0.51,0.55,0.7,0.36,0.41,0.34,0.05,0.49,0.27
e_0,3.86,,2.53,2.74,2.19,2.85,0.56,0.61,0.47,0.35,0.7,0.27,0.42,0.45,0.05,0.44
g_0,1.7,1.95,1.72,1.37,,1.96,0.35,,0.45,0.38,0.42,0.28,0.15,0.39,0.34,
