,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,103.67,37.16,33.96,50.6,67.23,206.17,7571.29,9692.48,19246.22,12860.55,21785.81,23162.09,57971.36,49988.5,42360.98,142812.51
f_1,48.11,115.26,39.42,38.87,64.33,179.6,7067.76,8105.79,12713.14,17387.29,19060.04,7495.8,40214.62,61424.22,54010.58,110735.84
d_1,29.19,38.61,129.04,34.76,68.56,196.85,7392.81,7015.15,4677.46,23316.06,19922.77,18462.89,55983.13,51217.65,78517.45,111581.97
c_1,25.94,32.86,47.79,133.51,105.09,145.04,7673.64,7382.35,8158.5,4628.91,15222.74,20507.93,42560.51,47467.72,69302.38,127583.53
b_1,24.06,28.43,37.11,27.06,188.01,313.56,5465.52,8282.4,10864.07,14361.02,5663.54,17808.23,37962.34,38532.0,51767.26,99225.93
a_1,19.15,20.97,23.35,33.91,24.99,478.4,5174.6,4715.37,6808.16,6793.45,9476.89,12781.69,29393.83,12758.6,36691.12,66454.43
h_1,9.02,12.2,10.99,11.58,20.21,39.68,4309.55,2939.65,2582.89,3874.87,5280.64,4677.97,7872.28,16631.7,21577.73,38718.59
g_1,6.7,9.16,15.99,12.55,15.07,45.71,1408.36,4945.91,2540.89,4369.18,4029.08,8552.25,11467.88,14027.35,24519.9,23811.49
d_0,7.57,9.18,5.89,20.81,11.2,49.46,2209.31,2163.83,4607.32,3610.25,5145.93,5804.92,13957.26,14838.2,22247.88,36715.59
c_0,8.07,8.72,9.31,8.25,12.14,44.39,1902.27,1847.73,2788.89,6027.88,6629.54,5781.78,13596.47,15093.51,21961.45,40313.35
b_0,7.18,8.37,10.12,10.54,5.29,32.34,1572.01,2085.73,2629.53,2827.54,7282.96,4727.75,11074.01,20701.06,15953.68,31516.72
f_0,6.77,5.8,10.32,9.51,12.95,39.05,1356.17,1688.4,2126.23,2977.45,4301.77,7660.46,11630.97,10998.56,36347.29,26665.91
h_0,4.31,9.53,5.37,7.63,9.48,36.8,668.23,1722.85,1511.36,2133.3,3174.76,3743.17,5872.4,10004.92,12565.23,24873.71
a_0,5.23,5.44,6.76,7.4,9.59,17.19,1066.08,1309.74,1771.79,2362.05,2535.2,3413.55,8117.79,16994.2,11212.52,22008.53
e_0,2.9,5.77,5.73,6.65,8.78,27.85,1156.65,918.2,1731.84,2288.83,3713.59,1929.96,6979.62,8714.71,22344.26,19907.91
g_0,3.32,4.21,7.15,4.88,7.29,27.3,825.04,740.9,1092.41,1652.34,2441.98,3461.69,6076.59,7400.29,9215.42,9522.41
