,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.51,0.68,0.71,0.87,0.66,0.56,0.87,0.86,0.79,1.4,0.92,0.95,0.83,0.94,0.57,0.79
f_1,1.09,1.51,0.74,0.74,0.68,0.54,0.76,0.74,0.75,0.81,0.81,0.49,0.72,0.75,0.47,0.76
d_1,0.77,0.85,1.53,0.56,0.7,0.6,0.93,0.8,1.37,0.56,0.94,0.84,0.75,0.92,0.78,0.81
c_1,0.74,0.75,0.85,1.59,1.15,0.59,0.85,0.74,0.42,0.74,0.82,0.78,0.74,0.8,0.71,0.89
b_1,0.81,0.8,0.82,0.58,1.62,1.1,0.97,0.87,0.86,0.83,0.46,0.83,0.58,0.99,0.76,0.82
a_1,0.86,0.9,0.8,0.84,0.6,1.77,1.06,0.99,1.15,1.0,0.96,0.97,0.7,1.19,0.73,1.04
h_1,0.89,1.38,0.99,0.96,0.7,0.75,1.73,1.45,1.15,1.01,1.02,1.08,1.03,0.89,0.92,1.19
g_1,1.01,0.94,1.32,1.03,0.75,0.7,1.0,1.78,1.16,1.23,1.06,1.53,0.88,1.17,1.13,0.93
c_0,1.04,1.25,1.0,0.97,0.85,0.64,1.24,1.2,1.67,1.28,1.91,1.35,1.12,1.38,1.15,1.23
d_0,0.93,0.98,0.79,1.83,0.95,0.66,1.2,1.17,0.92,1.66,1.14,1.17,1.04,1.32,1.09,1.27
b_0,1.02,1.17,1.14,1.08,0.74,0.59,1.45,1.27,0.99,1.14,1.68,1.08,2.11,1.52,1.11,1.31
f_0,0.9,1.06,1.15,1.02,0.95,0.82,1.34,1.08,1.27,1.3,1.5,1.67,1.23,1.51,2.22,1.27
a_0,1.07,1.24,1.17,1.04,1.11,0.67,1.34,1.28,1.37,1.1,0.99,1.28,1.72,1.49,1.2,0.99
h_0,0.99,1.53,1.23,1.08,0.95,0.65,1.11,1.4,1.22,1.21,1.1,1.05,1.12,1.04,1.13,1.38
e_0,0.8,1.69,1.07,1.05,1.09,1.07,1.45,1.09,1.28,1.19,1.26,0.86,1.11,1.53,1.85,1.49
g_0,0.99,1.13,1.59,1.03,1.08,0.66,1.3,1.1,1.4,1.03,1.3,1.71,1.47,1.35,0.98,1.05
