,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,12560.83,7540.13,5189.17,5780.6,9402.36,57591.9,5909012.08,11971556.22,19090672.8,21518205.64,17306232.45,45644379.73,121870250.91,115883067.33,183813420.42,329983998.37
e_1,5091.77,12651.92,7244.43,5105.17,10317.99,68221.29,5639755.41,11743916.34,31195763.7,21148738.31,27333520.65,43921588.21,117971877.71,121650918.99,186829457.18,365002843.86
c_1,4610.94,3986.04,16441.33,5900.2,20737.1,50672.83,6008313.36,12547587.36,16308380.0,12462799.03,24872037.91,31970710.9,125517040.16,168457610.07,168906260.81,370994848.61
d_1,5045.36,4229.96,4330.17,18576.83,9764.7,54665.5,6571039.48,12853654.72,13332441.57,46662254.96,29044363.64,54135734.17,132069055.99,188737074.0,175573305.34,476370069.2
b_1,4644.9,4411.84,5757.1,5650.19,36760.76,123462.28,6638830.2,11025637.09,14186588.4,18475296.92,25189686.41,26004362.5,116824185.49,155969366.7,153626507.78,358074827.88
a_1,4974.87,4920.86,6827.19,6282.3,8754.88,317548.23,6277408.93,15413705.3,20071232.61,18180460.73,28918773.53,49630042.81,122559836.36,180100474.96,113383827.76,304909552.24
h_1,6554.61,4936.71,5676.82,7029.64,10795.3,62827.52,12880296.16,18801888.55,17595037.72,23704719.97,27780048.66,51711965.95,104465983.8,164038919.76,182098209.65,492271210.69
g_1,4498.67,4311.38,6150.82,11046.02,10525.66,65786.12,5586893.94,33626454.53,14652980.48,28186670.94,46049704.14,57954402.44,124474833.81,203538208.01,207870350.9,296919712.7
d_0,4795.57,4899.57,11232.26,4154.81,12648.52,71081.89,6530955.92,15414160.89,28286064.5,17347175.69,31673273.27,51471515.08,140598000.47,159766287.48,198760134.45,366475607.44
c_0,6238.77,5097.42,5350.61,7470.16,7967.84,66414.9,6115874.31,15077843.0,19767185.23,44289144.41,27537520.13,104409382.22,154955466.76,221564941.4,254155935.58,488704028.0
f_0,3772.45,4322.93,7414.11,7663.79,13222.0,71728.09,6648194.55,14195425.86,20155189.64,25003235.16,52736000.0,61051099.34,150310277.09,385257120.11,191772951.26,430874051.36
b_0,5480.74,5027.58,7131.88,8416.52,6518.02,53762.04,6643094.8,16589901.67,21332717.19,27321470.08,27397343.45,94411790.48,177681723.55,172316142.1,438606840.56,374774653.08
h_0,6603.71,4617.32,6334.77,7641.18,12267.84,57382.47,5516586.96,19679310.02,19986385.7,24907437.33,29127111.11,51800932.77,120823572.02,193647758.79,242120422.25,538815583.89
e_0,5310.52,4035.74,5958.5,8937.67,13208.26,72284.12,6688765.75,16761373.52,17744041.36,27625422.44,35985529.72,66307623.54,171713086.85,407679492.18,226280768.45,431517177.92
a_0,5532.54,4157.72,6371.72,8696.86,11544.93,50152.88,7501752.11,16817520.37,22127122.45,27298591.75,29179947.23,55302873.84,176476193.58,200881649.51,435247177.32,440625719.93
g_0,4334.45,4312.45,5877.41,10231.98,12409.66,66338.12,6254911.85,11411550.86,18441585.78,28656289.05,42617341.04,58312848.74,148410456.96,238598546.73,238379595.67,269170591.81
