,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.96,0.59,0.52,0.71,0.61,0.41,0.41,0.4,0.58,0.37,0.36,0.39,0.35,0.27,0.26,0.29
f_1,0.9,0.96,0.59,0.57,0.52,0.38,0.37,0.35,0.4,0.36,0.35,0.28,0.3,0.26,0.2,0.28
d_1,0.72,0.7,0.96,0.52,0.55,0.43,0.39,0.34,0.37,0.57,0.44,0.35,0.35,0.29,0.27,0.26
c_1,0.59,0.66,0.62,0.96,0.87,0.45,0.47,0.35,0.35,0.29,0.29,0.37,0.34,0.28,0.29,0.29
b_1,0.66,0.75,0.65,0.53,0.95,0.72,0.44,0.39,0.4,0.42,0.32,0.42,0.34,0.25,0.33,0.27
a_1,0.77,0.8,0.74,0.73,0.5,0.94,0.53,0.5,0.51,0.45,0.48,0.45,0.42,0.34,0.33,0.37
h_1,0.94,1.16,1.0,0.8,0.82,0.52,0.8,0.69,0.55,0.57,0.51,0.51,0.44,0.37,0.38,0.51
g_1,0.91,0.95,1.27,0.82,0.86,0.54,0.57,0.8,0.54,0.61,0.54,0.71,0.47,0.43,0.47,0.38
d_0,0.85,0.97,0.79,1.4,0.97,0.67,0.67,0.6,0.75,0.46,0.54,0.57,0.54,0.44,0.41,0.43
c_0,1.05,1.14,0.95,0.9,0.76,0.66,0.63,0.61,0.72,0.76,0.88,0.57,0.59,0.55,0.42,0.47
b_0,1.11,1.1,1.02,1.07,0.85,0.56,0.7,0.67,0.71,0.6,0.74,0.61,0.65,0.66,0.45,0.47
f_0,0.98,0.99,1.13,1.03,0.88,0.7,0.76,0.56,0.72,0.65,0.6,0.73,0.59,0.5,0.73,0.48
h_0,1.21,1.39,1.19,1.0,1.0,0.68,0.67,0.78,0.66,0.69,0.56,0.64,0.54,0.48,0.42,0.6
a_0,1.2,1.26,1.2,0.98,1.02,0.65,0.78,0.68,0.71,0.68,0.62,0.59,0.69,0.7,0.5,0.51
e_0,1.03,1.39,1.29,0.95,0.93,0.79,0.82,0.64,0.71,0.77,0.73,0.62,0.66,0.51,0.71,0.55
g_0,1.11,1.16,1.56,1.08,1.06,0.73,0.69,0.68,0.69,0.79,0.69,0.88,0.62,0.53,0.58,0.49
