,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.21,0.9,0.95,0.89,0.65,0.4,0.38,0.45,0.37,0.37,0.36,0.3,0.29,0.27,0.3
e_1,0.83,1.0,0.88,1.09,1.0,0.8,0.53,0.43,0.47,0.58,0.38,0.43,0.36,0.36,0.33,0.35
d_1,1.1,1.15,1.0,0.85,0.88,0.7,0.51,0.6,0.36,0.48,0.45,0.46,0.37,0.35,0.36,0.27
c_1,1.03,0.92,1.15,1.0,1.3,0.66,0.52,0.35,0.47,0.3,0.35,0.4,0.35,0.36,0.32,0.32
b_1,1.14,0.98,1.15,0.76,1.0,1.29,0.56,0.49,0.47,0.44,0.44,0.38,0.4,0.31,0.34,0.38
a_1,1.54,1.3,1.4,1.53,0.8,1.0,0.75,0.65,0.6,0.54,0.68,0.55,0.47,0.51,0.43,0.46
h_1,2.45,1.97,1.94,1.97,1.71,1.27,1.0,0.87,1.02,0.94,0.88,0.84,0.71,0.59,0.59,0.73
c_0,2.63,2.28,1.72,2.86,1.94,1.51,1.16,1.0,0.84,1.01,1.22,0.93,0.79,0.84,0.77,0.69
g_1,2.24,2.08,2.76,2.3,2.12,1.61,1.01,1.1,1.0,0.95,0.8,1.09,0.74,0.87,0.77,0.71
d_0,2.6,1.8,2.03,3.4,2.27,1.77,1.07,0.95,1.07,1.0,0.89,0.89,0.84,0.82,0.71,0.8
b_0,2.74,2.53,2.18,2.89,2.47,1.42,1.04,0.84,1.29,1.14,1.0,0.93,0.93,1.22,0.83,0.93
f_0,2.93,2.3,2.23,2.52,2.59,1.81,1.25,1.12,0.91,1.06,1.08,1.0,1.02,0.9,1.19,0.63
h_0,3.32,2.77,2.64,2.9,2.49,1.99,1.35,1.3,1.37,1.18,1.07,0.97,1.0,0.91,0.89,1.13
a_0,3.35,2.87,2.82,2.98,3.34,1.93,1.7,1.22,1.25,1.21,0.82,1.12,1.12,1.0,0.94,1.03
e_0,3.6,2.98,2.86,3.07,3.07,2.23,1.6,1.25,1.36,1.34,1.17,0.82,1.11,1.01,1.0,1.04
g_0,3.45,2.88,3.66,3.25,2.57,2.06,1.31,1.46,1.41,1.23,1.15,1.62,0.86,1.02,0.96,0.99
