,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.55,0.94,1.45,1.06,0.95,0.7,0.99,1.01,1.03,1.24,1.08,0.92,1.14,1.0,0.82,1.12
d_1,1.14,1.56,1.01,0.92,0.88,0.83,1.12,1.04,1.69,0.99,1.34,1.16,1.22,1.19,1.07,1.01
e_1,0.99,0.97,1.57,1.2,0.98,0.77,1.2,1.15,1.16,1.8,1.14,1.25,1.38,0.99,0.99,1.25
c_1,1.06,1.03,0.9,1.58,1.47,0.89,1.09,1.01,0.87,1.03,0.89,1.09,1.31,0.98,0.98,1.18
b_1,1.04,1.14,0.96,0.85,1.62,1.46,1.15,1.09,1.19,1.17,1.02,1.2,1.32,0.94,1.08,1.38
a_1,1.28,1.08,1.13,1.14,0.92,1.77,1.41,1.21,1.34,1.24,1.32,1.31,1.47,0.98,1.19,1.35
h_1,1.54,1.3,1.3,1.32,1.05,0.92,1.92,1.64,1.46,1.34,1.48,1.41,1.52,1.38,1.32,1.85
g_1,1.31,1.65,1.06,1.26,1.19,0.98,1.28,1.96,1.57,1.28,1.39,1.85,1.39,1.29,1.47,1.45
c_0,1.51,1.33,1.26,1.31,1.02,0.86,1.46,1.51,1.87,1.6,2.18,1.53,1.76,1.57,1.28,1.49
d_0,1.26,1.16,1.07,1.93,1.29,0.94,1.48,1.43,1.19,1.84,1.53,1.53,1.59,1.34,1.32,1.53
b_0,1.42,1.37,1.3,1.57,0.99,0.86,1.53,1.48,1.43,1.58,1.92,1.53,1.76,2.12,1.34,1.54
f_0,1.29,1.47,1.08,1.43,1.28,1.05,1.53,1.29,1.66,1.56,1.65,1.91,1.82,1.45,2.29,1.47
h_0,1.74,1.52,1.34,1.23,1.17,1.02,1.23,1.79,1.57,1.44,1.53,1.39,1.58,1.29,1.28,1.88
a_0,1.44,1.38,1.39,1.49,1.3,0.93,1.35,1.53,1.55,1.62,1.37,1.49,1.81,1.96,1.56,1.5
e_0,1.59,1.38,1.27,1.39,1.32,1.14,1.57,1.56,1.75,1.53,1.81,1.36,1.88,1.56,1.97,1.48
g_0,1.37,1.92,1.32,1.31,1.08,1.07,1.39,1.32,1.65,1.35,1.68,2.09,1.71,1.48,1.63,1.58
