,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.07,7.07,10.16,8.59,8.23,8.9,2.97,3.32,3.05,2.19,2.95,2.51,1.77,2.25,,1.85
f_1,10.81,1.07,10.01,7.96,9.08,8.81,2.42,4.57,2.49,2.99,,2.14,1.4,2.15,1.86,2.76
d_1,10.3,9.56,1.07,9.65,10.78,7.12,3.22,2.6,,2.88,2.14,3.06,2.02,3.08,2.15,1.44
c_1,11.81,10.5,11.86,1.07,14.27,6.49,3.35,4.3,1.68,,2.91,3.26,1.9,1.96,3.05,2.06
b_1,11.48,11.77,11.16,5.78,1.07,11.93,4.29,4.85,2.95,4.4,3.48,,2.7,3.25,2.61,2.69
a_1,11.92,16.71,19.43,20.04,7.55,1.07,7.39,,4.05,4.85,4.78,,3.24,,,2.83
h_1,15.23,15.34,13.15,14.71,14.03,13.06,1.41,5.63,3.77,3.71,4.17,4.05,,3.37,3.41,2.98
g_1,16.21,14.47,16.07,12.98,13.47,,4.14,1.41,7.21,5.28,4.49,4.6,2.68,5.78,4.9,
d_0,9.25,14.7,,17.4,14.08,9.84,5.99,5.23,1.74,4.08,3.11,4.46,3.86,3.74,3.54,3.58
c_0,19.47,12.82,8.9,,14.3,10.7,7.08,5.06,4.72,1.74,6.62,5.07,3.0,3.22,3.31,4.2
f_0,15.26,,21.83,14.78,15.04,12.47,6.25,4.33,7.08,4.14,1.66,6.05,4.73,3.34,5.36,2.52
b_0,17.06,17.87,14.1,17.6,,,7.09,6.26,6.27,3.1,5.2,1.69,4.91,5.41,3.39,2.97
h_0,20.44,18.09,15.12,17.4,13.61,14.68,,7.27,4.02,5.79,5.28,3.47,,3.25,4.29,2.74
a_0,23.19,28.9,18.79,29.89,20.71,,6.9,5.03,7.42,9.47,7.77,3.93,6.01,1.76,,
e_0,,25.32,23.9,24.62,21.42,,8.65,5.95,7.02,7.17,3.47,7.29,5.99,,1.7,
g_0,19.29,16.1,22.94,21.73,17.32,18.83,7.86,,5.98,4.09,6.32,5.72,3.71,,,
