,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.65,0.69,1.12,1.01,0.92,0.77,0.42,0.43,0.47,0.32,0.35,0.42,0.27,0.32,0.36,0.29
f_1,1.05,0.64,0.99,0.93,0.92,0.8,0.34,0.36,0.43,0.31,0.35,0.36,0.22,0.27,0.27,0.29
c_1,0.79,0.91,0.64,1.17,1.11,0.86,0.46,0.25,0.43,0.39,0.29,0.34,0.29,0.3,0.3,0.29
d_1,1.04,1.12,0.92,0.63,0.94,0.86,0.4,0.48,0.34,0.38,0.35,0.33,0.28,0.31,0.32,0.2
b_1,1.06,1.16,0.69,1.05,0.62,1.21,0.51,0.36,0.46,0.47,0.49,0.35,0.32,0.38,0.36,0.28
a_1,1.34,1.33,1.25,1.17,0.7,0.57,0.61,0.47,0.52,0.44,0.53,0.4,0.4,0.47,0.35,0.36
h_1,1.63,1.86,1.67,1.54,1.52,1.51,0.52,0.58,0.74,0.56,0.54,0.52,0.53,0.49,0.48,0.51
d_0,1.25,1.55,1.93,1.93,1.81,1.74,0.83,0.56,0.79,0.57,0.55,0.6,0.56,0.53,0.65,0.56
g_1,1.64,1.86,1.78,1.7,1.67,1.37,0.6,0.7,0.51,0.57,0.64,0.64,0.44,0.59,0.61,0.51
c_0,2.11,2.07,2.12,1.24,1.69,1.57,0.8,0.88,0.73,0.54,0.76,0.68,0.6,0.59,0.69,0.49
b_0,1.74,1.85,2.44,1.62,1.99,1.29,0.82,0.71,0.78,0.45,0.53,0.62,0.59,0.65,0.62,0.48
f_0,1.67,2.22,1.87,1.77,1.89,1.79,0.88,0.75,0.59,0.68,0.69,0.53,0.57,0.55,0.69,0.41
h_0,2.08,2.17,1.98,2.0,1.85,1.54,0.97,0.76,0.88,0.66,0.72,0.67,0.67,0.59,0.61,0.57
a_0,2.07,2.25,2.41,2.04,2.3,1.82,0.92,0.74,0.95,0.69,0.53,0.76,0.66,0.53,0.7,0.54
e_0,2.45,2.75,2.22,2.07,1.98,1.98,1.06,0.74,0.79,0.72,0.65,0.49,0.69,0.67,0.51,0.51
g_0,2.28,2.36,2.21,2.33,2.32,1.9,0.83,0.84,0.98,0.81,0.81,0.81,0.56,0.69,0.71,0.7
