,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.7,1.41,1.58,1.77,3.39,18.3,30.65,42.97,39.11,47.41,45.68,74.1,103.15,97.93,139.98
f_1,1.43,1.0,1.32,1.38,1.53,2.82,15.02,24.35,27.44,28.68,38.76,37.49,60.21,88.45,68.19,127.62
d_1,0.71,0.76,1.0,1.03,1.24,2.82,11.84,14.35,18.22,43.52,25.11,30.49,50.65,58.32,72.3,62.76
c_1,0.63,0.72,0.97,1.0,1.63,2.36,13.48,18.77,14.91,22.87,25.84,27.89,51.45,81.22,67.3,82.46
b_1,0.56,0.65,0.81,0.61,1.0,3.09,9.6,20.65,14.62,26.61,26.22,22.3,39.97,52.34,58.45,71.44
a_1,0.3,0.35,0.35,0.42,0.32,1.0,4.43,7.61,8.37,10.1,12.34,14.32,28.23,45.68,26.32,41.88
h_1,0.05,0.07,0.08,0.07,0.1,0.23,1.0,2.09,1.45,1.96,2.33,2.19,3.52,4.98,5.55,7.46
g_1,0.03,0.04,0.07,0.05,0.05,0.12,0.48,1.0,0.85,1.16,1.75,1.64,2.33,3.46,2.99,4.3
d_0,0.02,0.04,0.05,0.08,0.06,0.12,0.7,1.17,1.0,1.02,1.55,1.72,2.5,3.74,3.76,4.6
c_0,0.03,0.03,0.02,0.05,0.04,0.1,0.51,0.88,0.95,1.0,1.15,1.97,2.15,2.75,3.15,3.7
f_0,0.02,0.03,0.04,0.04,0.04,0.08,0.44,0.54,0.65,0.88,1.0,1.1,2.0,2.14,4.6,2.44
b_0,0.02,0.03,0.03,0.04,0.05,0.07,0.44,0.63,0.61,0.48,1.03,1.0,1.59,3.6,2.45,3.31
h_0,0.01,0.02,0.02,0.02,0.02,0.03,0.28,0.43,0.39,0.45,0.45,0.61,1.0,1.07,1.47,1.89
a_0,0.01,0.01,0.02,0.01,0.02,,0.22,0.29,0.28,0.36,0.52,0.3,0.96,1.0,1.58,1.53
e_0,0.01,0.02,0.01,0.01,0.02,0.03,0.19,0.33,0.26,0.33,0.21,0.39,0.64,0.62,1.0,1.27
g_0,0.01,0.01,0.02,0.01,0.01,0.03,0.13,0.24,0.23,0.26,0.39,0.29,0.52,0.63,0.8,1.0
