,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,11.04,9.86,11.28,8.72,6.48,2.66,3.19,2.27,2.39,2.19,,1.52,2.55,2.43,2.27
e_1,6.44,1.07,8.65,7.41,9.99,7.6,4.86,3.5,2.73,2.73,3.29,2.61,2.15,2.49,,2.19
d_1,9.02,11.45,1.07,8.72,9.13,9.29,3.88,2.57,,3.22,2.54,3.62,1.93,2.3,2.11,1.29
c_1,9.34,12.06,10.55,1.07,10.78,11.62,4.01,3.57,1.86,,2.93,3.82,2.02,3.21,2.21,3.03
b_1,12.13,12.6,11.3,6.86,1.07,10.18,4.26,4.05,3.93,3.68,,3.44,2.88,2.39,3.22,
a_1,13.1,15.03,14.25,13.41,8.85,1.07,6.69,6.83,3.91,6.16,6.01,,3.49,,3.8,2.48
h_1,13.0,10.67,11.3,16.23,13.6,9.95,1.41,4.9,3.81,4.03,3.93,3.59,,3.5,3.78,4.45
g_1,16.59,16.98,21.87,17.39,17.03,9.88,5.7,1.41,5.19,6.7,4.19,4.18,2.84,4.32,4.92,
d_0,21.45,10.71,,16.83,11.68,16.73,4.77,5.49,1.72,3.27,3.88,3.46,3.54,3.37,4.51,3.26
c_0,18.26,13.52,9.18,,11.28,11.14,4.68,4.53,7.47,1.8,4.86,4.33,3.87,2.98,3.8,2.7
b_0,18.79,14.58,19.53,14.46,,13.34,6.0,6.07,4.92,3.19,1.71,4.9,3.96,5.75,3.58,2.7
f_0,,18.26,14.43,15.2,13.89,,6.18,4.46,5.74,4.63,5.29,1.77,3.94,4.35,5.17,3.2
h_0,16.57,17.47,16.49,18.81,13.78,15.39,,7.13,4.42,3.89,3.87,4.95,,4.21,2.69,4.19
a_0,21.82,21.16,29.74,22.27,29.24,,10.36,6.2,7.14,8.69,4.48,5.4,4.82,1.75,5.64,3.71
e_0,29.46,,23.34,24.23,18.4,20.78,7.05,6.84,5.87,5.17,8.34,3.89,6.5,5.33,1.83,5.71
g_0,17.48,19.37,21.22,13.74,,18.65,4.83,,6.35,6.08,6.45,4.67,2.77,5.57,4.37,
