,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.93,0.15,0.11,0.08,0.08,0.06,0.07,0.06,0.08,0.07,0.06,,0.06,0.04,0.04,0.06
e_1,0.1,0.93,0.08,0.08,0.1,0.06,0.07,0.05,0.1,0.07,0.06,0.07,0.06,0.05,,0.05
d_1,0.1,0.11,0.93,0.11,0.1,0.06,0.08,0.06,,0.09,0.06,0.05,0.08,0.05,0.05,0.06
c_1,0.13,0.13,0.1,0.93,0.13,0.05,0.09,0.06,0.05,,0.06,0.06,0.07,0.04,0.05,0.05
b_1,0.12,0.12,0.1,0.1,0.93,0.12,0.08,0.08,0.06,0.07,,0.07,0.07,0.04,0.05,0.05
a_1,0.12,0.14,0.16,0.13,0.08,0.93,0.09,,0.08,0.1,0.05,,0.07,,,0.07
h_1,0.4,0.25,0.31,0.24,0.25,0.17,0.71,0.22,0.15,0.17,0.16,0.13,,0.14,0.09,0.2
g_1,0.29,0.31,0.43,0.26,0.16,,0.21,0.71,0.16,0.18,0.16,0.23,0.19,0.1,0.15,
d_0,0.34,0.37,,0.55,0.33,0.21,0.29,0.21,0.57,0.19,0.21,0.19,0.2,0.16,0.13,0.16
c_0,0.34,0.39,0.27,,0.3,0.21,0.29,0.2,0.29,0.57,0.31,0.22,0.22,0.14,0.13,0.18
b_0,0.47,0.4,0.34,0.32,,0.25,0.29,0.22,0.24,0.2,0.57,0.2,0.19,0.26,0.14,0.16
f_0,,0.26,0.44,0.34,0.34,,0.31,0.21,0.25,0.23,0.23,0.58,0.23,0.2,0.27,0.1
h_0,0.67,0.52,0.42,0.4,0.34,0.31,,0.36,0.35,0.23,0.28,0.21,,0.21,0.23,0.27
a_0,0.62,0.44,0.31,0.36,0.39,,0.24,0.31,0.23,0.26,0.2,0.19,0.25,0.58,,
e_0,0.45,,0.33,0.37,0.32,,0.36,0.27,0.28,0.32,0.23,0.21,0.23,,0.58,0.23
g_0,0.43,0.53,0.67,0.46,0.5,0.28,0.26,,0.29,0.36,0.28,0.44,0.34,,0.17,
