,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.65,1.02,0.82,1.05,0.8,0.81,0.34,0.43,0.37,0.31,0.35,0.4,0.24,0.3,0.27,0.25
e_1,0.69,0.65,0.98,1.17,1.02,0.81,0.41,0.48,0.41,0.34,0.37,0.42,0.29,0.35,0.39,0.27
d_1,1.13,1.16,0.64,0.94,0.81,0.84,0.42,0.31,0.48,0.39,0.36,0.34,0.26,0.29,0.3,0.2
c_1,0.94,0.78,1.23,0.64,1.2,0.81,0.46,0.43,0.25,0.41,0.33,0.36,0.27,0.32,0.3,0.29
b_1,1.22,1.03,1.13,0.67,0.62,1.06,0.51,0.46,0.36,0.51,0.46,0.38,0.33,0.38,0.35,0.34
a_1,1.47,1.35,1.21,1.2,0.77,0.56,0.63,0.55,0.52,0.49,0.58,0.4,0.38,0.53,0.38,0.38
h_1,1.65,1.59,1.57,1.41,1.46,1.32,0.53,0.73,0.62,0.51,0.51,0.51,0.49,0.48,0.53,0.48
g_1,1.7,1.65,1.82,1.7,1.58,1.46,0.64,0.52,0.61,0.59,0.56,0.67,0.41,0.53,0.62,0.42
d_0,1.51,1.22,1.9,2.04,2.01,1.46,0.8,0.88,0.55,0.61,0.57,0.61,0.55,0.6,0.65,0.49
c_0,2.1,2.1,1.22,2.39,1.71,1.47,0.99,0.74,0.91,0.53,0.78,0.58,0.56,0.68,0.67,0.48
b_0,1.88,1.71,1.57,2.49,2.17,1.59,0.94,0.78,0.75,0.42,0.51,0.65,0.58,0.67,0.64,0.5
f_0,2.23,1.76,1.85,1.98,1.9,1.84,0.93,0.59,0.78,0.71,0.65,0.51,0.54,0.58,0.79,0.39
h_0,2.37,2.0,2.02,2.16,1.69,1.68,0.99,0.92,0.77,0.67,0.67,0.66,0.68,0.64,0.65,0.58
a_0,2.17,2.0,2.1,2.18,2.0,2.03,0.98,0.91,0.89,0.66,0.5,0.7,0.56,0.52,0.7,0.59
e_0,2.93,2.3,2.06,2.15,1.9,2.08,0.98,0.69,0.77,0.68,0.75,0.44,0.57,0.67,0.51,0.52
g_0,2.31,2.29,2.26,2.22,2.05,1.9,0.89,1.13,0.93,0.83,0.78,0.86,0.53,0.72,0.76,0.73
