,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.54,0.99,0.88,1.21,0.94,0.8,1.16,1.76,1.15,1.06,1.17,1.18,1.21,1.02,0.93,1.2
f_1,1.41,1.55,0.9,1.03,0.88,0.83,0.97,1.24,1.08,1.07,1.12,0.9,1.15,0.91,0.74,1.15
d_1,1.03,1.14,1.58,0.84,0.97,0.86,1.16,0.99,1.1,1.74,1.31,1.17,1.36,1.12,1.12,1.14
c_1,0.93,1.01,1.07,1.57,1.4,0.81,1.2,1.05,1.07,0.94,0.95,1.12,1.36,0.99,1.08,1.13
b_1,1.07,1.04,1.06,0.99,1.63,1.37,1.18,1.2,1.0,1.19,1.07,1.13,1.24,0.86,1.05,1.25
a_1,1.06,1.19,1.24,1.06,0.89,1.77,1.38,1.44,1.23,1.31,1.48,1.32,1.48,1.01,1.11,1.31
h_1,1.3,1.68,1.28,1.2,1.08,0.96,1.88,1.4,1.41,1.19,1.43,1.25,1.5,1.32,1.19,1.64
d_0,1.23,1.36,1.11,1.87,1.25,0.95,1.55,1.82,1.35,1.09,1.44,1.42,1.69,1.1,1.25,1.53
g_1,1.19,1.27,1.66,1.24,1.28,0.97,1.49,1.38,1.94,1.47,1.4,1.84,1.47,1.37,1.42,1.47
c_0,1.38,1.53,1.29,1.17,0.98,1.0,1.68,1.65,1.34,1.87,2.32,1.56,1.68,1.54,1.49,1.53
b_0,1.4,1.48,1.35,1.47,1.04,0.92,1.6,1.65,1.48,1.26,1.87,1.43,1.75,2.24,1.37,1.54
f_0,1.23,1.35,1.48,1.32,1.3,1.02,1.79,1.66,1.31,1.42,1.7,1.89,1.77,1.48,2.25,1.59
h_0,1.25,1.68,1.45,1.31,1.25,1.04,1.41,1.44,1.73,1.64,1.63,1.6,1.53,1.31,1.35,1.82
a_0,1.3,1.57,1.44,1.42,1.27,1.1,1.77,1.75,1.65,1.58,1.41,1.63,1.97,1.95,1.56,1.71
e_0,1.24,1.77,1.41,1.41,1.34,1.09,1.79,1.64,1.38,1.47,1.66,1.33,2.11,1.47,1.9,1.71
g_0,1.28,1.3,1.76,1.42,1.35,1.13,1.68,1.41,1.31,1.53,1.74,2.07,1.78,1.33,1.53,1.61
