,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.85,1.57,1.25,2.03,1.5,1.31,5.23,6.2,6.15,12.42,8.09,8.55,10.73,7.85,4.65,11.86
f_1,2.68,5.97,1.4,1.61,1.18,1.03,5.8,4.37,5.87,6.49,7.22,2.71,9.32,7.65,6.55,9.65
d_1,1.29,1.65,6.4,1.12,1.72,1.76,5.28,6.21,13.94,3.59,8.27,7.37,13.46,8.63,8.65,9.99
c_1,1.41,1.5,1.49,7.02,2.99,1.2,4.65,4.8,2.54,6.72,4.66,8.86,9.27,7.39,9.06,11.2
b_1,1.23,1.42,1.67,1.46,7.56,3.24,5.75,4.81,6.15,5.93,2.98,8.56,12.11,4.58,8.02,10.66
a_1,1.53,1.75,1.61,1.39,1.31,10.43,6.45,5.53,7.98,7.6,7.39,7.64,11.58,4.77,7.76,12.71
h_1,1.89,2.63,1.72,1.84,1.47,1.84,16.58,9.37,8.91,7.61,9.15,8.73,6.96,9.81,8.02,15.76
g_1,1.41,1.56,3.0,2.0,1.68,1.83,6.06,19.4,8.73,7.06,8.38,15.16,14.56,9.06,9.56,7.97
c_0,1.98,1.9,2.13,1.26,1.27,2.22,7.4,5.99,16.87,9.09,18.48,10.01,13.21,10.64,10.28,13.39
d_0,2.15,1.92,0.86,3.61,1.8,1.43,6.72,6.95,6.28,16.17,10.12,10.49,12.74,7.94,9.48,14.85
b_0,1.73,2.02,2.21,1.88,0.96,1.58,7.63,8.38,9.3,8.0,17.93,11.07,14.29,21.36,10.11,12.94
f_0,1.58,1.22,2.23,2.19,1.86,2.27,6.89,8.47,8.5,8.16,10.61,19.14,15.46,9.54,17.1,12.23
h_0,1.94,2.49,2.37,1.97,1.44,1.58,4.41,8.55,8.48,7.86,9.62,8.15,9.07,7.09,9.51,19.0
a_0,1.91,1.92,2.1,1.68,2.11,0.89,7.17,8.29,9.37,9.76,10.3,10.37,15.52,23.43,8.43,13.91
e_0,1.14,2.15,1.83,2.34,1.95,1.81,8.02,6.86,9.57,11.13,8.8,9.43,14.19,8.6,25.33,15.71
g_0,1.54,1.69,2.89,2.23,1.89,1.75,5.34,4.94,8.61,7.53,10.78,16.45,10.98,10.91,8.55,8.51
