,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.09,1.52,2.58,2.69,2.25,1.99,0.66,0.73,0.54,0.53,0.51,0.59,0.33,0.46,0.7,0.41
f_1,2.31,1.09,2.22,2.38,2.27,2.25,0.54,0.79,0.46,0.46,0.52,0.56,0.26,0.44,0.38,0.4
d_1,2.87,2.91,1.08,2.93,2.76,2.26,0.62,0.5,0.48,0.77,0.45,0.52,0.36,0.5,0.44,0.23
c_1,2.36,2.73,3.81,1.1,2.66,2.51,0.79,0.83,0.79,0.33,0.64,0.55,0.43,0.57,0.51,0.4
b_1,2.88,3.4,3.78,1.73,1.1,3.2,1.03,0.9,0.85,0.59,0.89,0.7,0.53,0.71,0.63,0.5
a_1,4.41,4.65,4.05,4.42,2.49,1.12,1.33,1.12,1.1,1.02,1.44,1.0,0.87,1.3,0.88,0.6
h_1,9.96,10.62,8.33,10.12,10.24,7.31,1.51,2.94,1.85,1.92,1.86,2.0,1.73,1.91,1.62,1.36
g_1,10.21,11.84,9.9,11.16,11.26,9.93,2.56,1.54,2.27,2.4,2.15,2.12,1.27,2.07,2.03,1.44
c_0,12.43,12.59,7.3,18.14,13.33,10.18,3.3,2.97,1.72,3.73,2.46,2.48,1.84,2.33,2.56,1.53
d_0,8.02,12.46,17.71,11.86,12.08,11.34,3.97,3.58,2.9,1.88,3.07,2.66,1.87,2.32,3.09,2.2
b_0,12.39,13.29,11.31,16.65,15.97,10.51,3.77,3.4,1.66,3.2,1.74,2.3,1.89,2.42,2.4,1.58
f_0,12.22,16.92,13.69,15.39,13.99,12.1,3.46,2.35,2.89,2.91,2.96,1.77,2.05,2.68,3.56,1.4
h_0,15.34,18.59,15.82,17.61,16.06,13.31,5.99,4.8,3.24,3.73,3.2,3.3,2.87,3.01,3.49,2.51
a_0,16.9,19.71,14.23,22.08,20.48,18.83,5.28,4.65,2.7,4.52,2.13,3.61,2.09,2.0,3.73,2.14
e_0,25.12,28.25,19.51,18.47,18.59,16.92,6.27,4.74,4.15,4.36,5.0,2.54,3.17,4.07,2.13,2.78
g_0,21.2,24.74,16.88,26.27,26.17,19.96,4.83,7.6,4.05,5.05,4.25,4.5,2.77,4.03,4.49,3.47
