,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.75,1.33,1.25,1.55,1.32,1.13,4.8,4.94,10.98,5.5,6.26,6.69,8.96,7.62,3.4,9.49
f_1,2.54,5.81,1.11,1.19,0.99,1.01,4.48,3.9,5.34,4.8,3.08,6.06,8.81,6.33,3.23,7.66
d_1,1.05,1.47,6.79,1.1,1.21,1.5,4.84,4.67,2.17,13.28,5.49,6.93,8.46,6.3,7.57,8.72
c_1,1.12,1.29,1.26,6.86,2.52,1.02,4.81,4.04,5.44,1.84,5.55,4.71,9.09,5.05,6.07,8.92
b_1,1.22,1.25,1.14,1.32,7.45,2.45,4.86,4.99,5.83,5.9,6.87,2.61,8.55,4.88,7.24,8.15
a_1,1.29,1.45,1.33,1.34,1.16,10.7,3.8,4.09,5.6,6.43,5.88,7.27,12.18,4.22,6.04,10.02
h_1,1.33,2.09,1.88,1.26,1.48,1.44,15.28,7.94,5.84,7.47,7.38,7.05,6.79,8.76,8.47,12.15
g_1,1.35,1.37,2.65,1.45,1.25,1.45,5.11,18.91,5.3,7.05,11.84,8.56,10.91,7.96,9.34,6.58
d_0,1.31,1.68,0.69,3.3,1.76,1.58,5.46,6.08,15.46,5.51,8.06,8.76,9.75,6.63,8.47,11.1
c_0,1.42,1.86,1.76,0.78,1.37,1.75,6.32,6.71,6.99,16.6,8.32,16.02,11.57,8.88,11.56,13.36
f_0,1.26,1.02,1.94,1.71,1.69,1.3,5.99,6.24,7.23,8.32,18.56,8.47,14.15,9.59,20.21,12.45
b_0,1.51,1.85,1.75,1.72,0.75,1.23,5.87,5.51,7.42,6.23,9.49,17.83,12.1,15.1,9.63,15.95
h_0,1.51,2.36,1.64,1.86,1.56,1.14,4.1,7.43,6.45,6.24,7.17,8.52,6.51,8.1,8.89,15.87
a_0,1.51,1.86,1.91,1.53,1.52,0.64,6.93,5.55,6.27,7.73,9.7,7.27,16.34,23.89,9.58,12.66
e_0,0.86,1.75,1.65,1.97,1.69,1.91,6.01,6.32,7.45,7.6,7.15,7.91,12.29,6.67,25.07,13.75
g_0,1.38,1.31,2.62,1.69,1.74,1.35,6.24,4.25,6.06,6.5,12.08,7.47,12.27,7.75,9.49,8.98
