,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.95,0.54,0.47,0.67,0.5,0.32,0.44,0.34,0.33,0.53,0.32,0.3,0.28,0.3,0.2,0.27
f_1,0.8,0.95,0.49,0.58,0.41,0.38,0.35,0.31,0.32,0.36,0.32,0.22,0.27,0.26,0.19,0.24
d_1,0.57,0.63,0.96,0.43,0.53,0.36,0.42,0.3,0.53,0.27,0.36,0.31,0.25,0.29,0.23,0.26
c_1,0.49,0.48,0.6,0.95,0.87,0.36,0.38,0.29,0.22,0.28,0.22,0.34,0.19,0.3,0.25,0.27
b_1,0.56,0.7,0.56,0.44,0.94,0.64,0.41,0.33,0.38,0.32,0.33,0.31,0.23,0.31,0.25,0.27
a_1,0.69,0.64,0.72,0.72,0.47,0.94,0.48,0.39,0.36,0.39,0.43,0.35,0.25,0.38,0.24,0.33
h_1,0.72,1.01,0.83,0.85,0.71,0.51,0.8,0.53,0.45,0.44,0.47,0.4,0.38,0.37,0.29,0.5
g_1,0.71,0.8,1.19,0.93,0.82,0.54,0.62,0.77,0.51,0.43,0.51,0.67,0.38,0.42,0.42,0.4
c_0,0.94,1.04,0.84,0.83,0.69,0.57,0.67,0.57,0.73,0.57,0.83,0.55,0.56,0.54,0.4,0.47
d_0,0.78,0.9,0.62,1.42,0.92,0.59,0.66,0.53,0.41,0.7,0.49,0.55,0.35,0.43,0.37,0.45
b_0,0.87,1.01,0.92,1.1,0.65,0.49,0.62,0.52,0.55,0.53,0.73,0.54,0.77,0.59,0.4,0.46
f_0,0.85,0.96,1.02,0.94,0.96,0.65,0.7,0.49,0.58,0.47,0.56,0.7,0.36,0.55,0.68,0.42
a_0,0.94,0.99,1.01,1.25,0.86,0.52,0.71,0.61,0.56,0.7,0.49,0.63,0.67,0.61,0.42,0.58
h_0,1.01,1.31,1.03,0.95,0.96,0.53,0.61,0.7,0.59,0.63,0.55,0.46,0.41,0.44,0.41,0.58
e_0,0.85,1.2,1.2,0.98,0.97,0.76,0.79,0.57,0.71,0.59,0.68,0.51,0.51,0.65,0.65,0.51
g_0,0.93,1.0,1.41,0.97,0.98,0.62,0.64,0.51,0.65,0.55,0.56,0.79,0.38,0.51,0.56,0.47
