,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.01,0.05,0.1,0.09,0.09,0.17,0.25,0.2,0.18,0.23,0.22,0.32,0.32,0.33,,0.37
f_1,0.09,0.01,0.08,0.09,0.09,0.16,0.14,0.16,0.22,0.26,0.21,,0.3,0.21,0.35,0.31
c_1,0.05,0.07,0.01,0.08,0.07,0.1,0.15,0.1,,0.17,0.18,0.2,0.23,0.19,0.36,0.28
d_1,0.07,0.06,0.05,0.01,0.06,0.17,0.15,,0.14,0.13,0.18,0.23,0.25,0.23,0.22,0.16
b_1,0.05,0.05,0.04,0.06,0.01,0.14,0.11,0.11,0.14,0.17,,0.15,0.23,0.17,0.22,0.2
a_1,0.01,0.01,0.01,0.01,0.01,,0.03,0.03,0.03,0.04,0.04,0.04,,0.05,,0.06
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
