,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.73,1.26,1.19,1.0,0.88,0.48,0.48,0.54,0.38,0.39,0.47,0.31,0.37,0.49,0.33
f_1,1.16,0.65,1.11,1.02,1.05,0.91,0.37,0.4,0.48,0.35,0.4,0.43,0.24,0.31,0.29,0.34
c_1,0.86,1.06,0.65,1.34,1.28,0.98,0.53,0.27,0.46,0.45,0.33,0.38,0.33,0.35,0.34,0.34
d_1,1.17,1.25,1.03,0.64,1.05,0.99,0.46,0.58,0.38,0.41,0.39,0.37,0.32,0.35,0.35,0.21
b_1,1.25,1.38,0.74,1.14,0.62,1.34,0.58,0.42,0.56,0.52,0.6,0.39,0.39,0.45,0.4,0.32
a_1,1.57,1.49,1.49,1.29,0.77,0.58,0.67,0.53,0.6,0.49,0.57,0.46,0.46,0.55,0.39,0.42
h_1,1.79,2.03,1.85,1.65,1.8,1.64,0.53,0.65,0.82,0.61,0.62,0.6,0.59,0.54,0.5,0.58
d_0,1.3,1.74,2.15,2.25,2.11,1.99,0.97,0.58,0.88,0.64,0.62,0.67,0.61,0.56,0.72,0.65
g_1,1.83,1.99,2.03,1.85,1.85,1.61,0.67,0.8,0.52,0.61,0.73,0.74,0.47,0.65,0.68,0.61
c_0,2.25,2.18,2.84,1.3,1.93,1.68,0.92,0.99,0.8,0.57,0.85,0.74,0.67,0.65,0.78,0.57
b_0,1.92,2.08,2.77,1.77,2.4,1.55,0.91,0.76,0.87,0.46,0.55,0.66,0.63,0.75,0.7,0.53
f_0,1.75,2.6,2.13,1.88,2.18,1.93,0.97,0.82,0.64,0.78,0.83,0.55,0.64,0.62,0.83,0.46
h_0,2.25,2.49,2.18,2.16,2.04,1.63,1.15,0.85,1.0,0.73,0.83,0.74,0.78,0.67,0.67,0.64
a_0,2.24,2.5,2.61,2.32,2.7,2.21,1.07,0.84,1.07,0.83,0.55,0.83,0.75,0.56,0.74,0.57
e_0,2.75,3.17,2.56,2.32,2.13,2.1,1.37,0.79,0.93,0.8,0.71,0.5,0.79,0.71,0.54,0.59
g_0,2.5,2.67,2.45,2.62,2.71,2.04,0.9,0.92,1.17,0.89,0.87,0.89,0.6,0.8,0.75,0.77
