,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.66,0.75,1.09,1.16,0.98,1.02,0.49,0.47,0.42,0.49,0.44,0.52,0.33,0.38,0.34,0.51
f_1,1.17,0.66,0.99,1.01,0.97,0.88,0.38,0.39,0.38,0.52,0.36,0.43,0.26,0.33,0.31,0.3
d_1,1.18,1.1,0.65,1.08,1.05,0.84,0.46,0.52,0.42,0.33,0.39,0.35,0.3,0.35,0.23,0.32
c_1,0.95,1.19,1.35,0.63,1.1,1.01,0.53,0.27,0.44,0.47,0.38,0.38,0.33,0.38,0.34,0.37
b_1,1.27,1.33,1.31,0.81,0.61,1.28,0.64,0.47,0.54,0.59,0.55,0.41,0.37,0.43,0.33,0.37
a_1,1.36,1.61,1.57,1.33,0.91,0.55,0.78,0.53,0.6,0.73,0.7,0.52,0.46,0.65,0.42,0.43
h_1,1.69,1.82,1.67,1.75,1.58,1.37,0.55,0.62,0.6,0.87,0.61,0.56,0.6,0.58,0.55,0.49
d_0,1.32,1.71,2.14,2.34,1.85,1.78,0.97,0.59,0.67,0.91,0.76,0.76,0.64,0.61,0.61,0.7
c_0,1.94,1.98,1.29,2.91,1.83,1.51,0.91,0.81,0.57,0.73,0.79,0.69,0.59,0.67,0.59,0.63
g_1,1.79,1.81,1.93,2.1,1.98,1.73,0.7,0.7,0.68,0.53,0.67,0.68,0.45,0.6,0.63,0.64
b_0,1.84,2.06,1.65,2.43,2.86,1.52,0.87,0.74,0.46,0.84,0.55,0.66,0.6,0.69,0.55,0.59
f_0,1.85,2.42,1.97,2.19,2.1,2.13,0.99,0.79,0.75,0.7,0.73,0.54,0.69,0.7,0.46,0.8
h_0,2.22,2.5,2.2,2.33,2.08,1.74,1.12,0.83,0.72,0.97,0.77,0.71,0.72,0.79,0.66,0.67
a_0,2.13,2.3,2.23,2.38,2.71,2.55,1.13,0.84,0.75,0.95,0.56,0.78,0.72,0.54,0.81,0.77
g_0,2.27,2.36,2.5,2.33,2.45,2.03,0.87,0.87,0.79,1.01,0.87,0.84,0.61,0.71,0.78,0.77
e_0,2.55,3.22,2.13,2.49,2.23,2.4,1.1,0.98,0.89,0.98,0.83,0.48,0.78,0.76,0.59,0.55
