,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.05,1.12,1.95,1.59,1.87,1.21,0.65,0.67,0.64,0.52,0.49,0.61,0.41,0.45,0.6,0.38
f_1,2.04,1.05,1.77,1.69,1.63,1.28,0.49,0.57,0.63,0.47,0.48,0.6,0.3,0.39,0.38,0.4
c_1,1.46,1.81,1.05,2.03,1.96,1.81,0.66,0.33,0.64,0.61,0.46,0.47,0.41,0.42,0.42,0.4
d_1,2.1,1.94,1.84,1.05,1.77,1.46,0.73,0.7,0.48,0.62,0.56,0.5,0.37,0.5,0.47,0.28
b_1,1.99,2.58,1.34,2.12,1.06,2.17,0.75,0.65,0.79,0.86,0.91,0.59,0.57,0.59,0.51,0.47
a_1,3.48,2.94,2.58,2.93,1.5,1.06,1.18,0.95,1.15,0.8,1.02,0.83,0.64,0.91,0.7,0.59
h_1,5.1,5.95,4.8,5.0,4.69,3.7,1.27,1.57,2.23,1.38,1.48,1.41,1.53,1.52,1.2,1.1
d_0,3.53,5.34,7.93,7.31,5.71,4.65,2.17,1.41,2.35,1.54,1.65,1.66,1.31,1.48,1.52,1.38
g_1,5.72,6.33,6.33,5.42,5.17,4.55,1.69,1.66,1.28,1.67,1.64,1.61,1.16,1.61,1.58,1.24
c_0,5.88,6.33,8.67,3.79,5.23,4.79,2.76,2.58,1.99,1.38,2.08,1.81,1.36,1.48,1.64,1.22
b_0,6.05,6.59,8.64,5.42,6.1,4.97,2.46,2.08,2.53,1.21,1.39,1.83,1.46,1.62,1.69,1.33
f_0,5.7,9.62,7.25,6.13,6.03,5.48,2.4,1.98,1.76,1.91,1.83,1.4,1.66,1.86,1.7,0.97
h_0,7.07,8.86,8.35,7.17,7.23,5.89,3.43,2.65,2.68,2.17,2.16,2.14,2.07,1.8,1.95,1.76
a_0,7.78,10.01,9.5,7.16,10.36,8.91,3.07,2.8,3.55,2.33,1.54,2.25,2.12,1.5,2.18,1.78
e_0,9.27,13.1,8.7,8.73,7.8,7.14,3.6,2.65,2.73,2.25,2.44,1.57,2.3,2.07,1.54,1.58
g_0,9.38,10.5,9.53,10.11,8.45,7.52,3.25,2.86,4.13,3.01,3.15,2.93,1.74,2.38,2.45,2.34
