,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.71,1.04,0.96,1.13,0.74,0.69,0.87,0.57,0.63,0.56,0.7,0.61,0.51,,0.52
f_1,1.4,1.0,0.9,1.01,0.97,1.02,0.51,0.67,0.73,0.58,0.74,,0.65,0.4,0.37,0.6
c_1,0.97,1.12,1.0,0.97,1.3,1.05,0.82,0.45,0.75,,0.52,0.62,0.65,0.6,0.48,0.52
d_1,1.04,0.99,1.03,1.0,1.01,0.79,0.65,,0.61,1.02,0.59,0.62,0.59,0.7,0.52,0.4
b_1,0.88,1.03,0.77,0.99,1.0,1.14,0.74,0.68,0.75,0.9,,0.69,0.62,0.63,0.64,0.77
a_1,1.36,0.98,0.95,1.27,0.87,1.0,0.93,0.88,,0.8,0.79,0.65,0.87,,0.66,0.53
h_1,1.44,1.96,1.22,1.53,1.36,1.08,1.0,0.84,1.27,0.74,0.98,1.02,,0.84,0.72,0.84
d_0,1.15,1.5,2.22,,1.47,1.13,1.19,1.0,1.25,0.94,0.9,0.74,0.88,0.77,0.89,0.88
g_1,1.75,1.38,1.34,1.64,1.34,,0.79,0.8,1.0,1.04,1.01,1.3,0.87,,1.06,
c_0,1.59,1.74,,0.98,1.11,1.25,1.36,1.07,0.97,1.0,1.43,0.98,0.79,0.84,,0.87
b_0,1.79,1.35,1.93,1.69,,1.27,1.02,1.11,0.99,0.7,1.0,0.93,0.91,1.16,0.97,1.07
f_0,1.44,,1.61,1.61,1.44,1.53,0.98,1.36,0.77,1.02,1.08,1.0,1.02,1.11,1.3,0.72
h_0,1.63,1.53,1.54,1.69,1.62,1.15,,1.14,1.15,1.27,1.1,0.98,,0.97,0.86,1.3
a_0,1.95,2.49,1.67,1.43,1.58,,1.19,1.3,,1.19,0.86,0.9,1.03,1.0,,0.8
e_0,,2.74,2.08,1.91,1.57,1.52,1.4,1.12,0.94,,1.03,0.77,1.16,,1.0,1.01
g_0,1.92,1.66,1.92,2.51,1.3,1.89,1.19,1.14,,1.15,0.93,1.39,0.77,1.24,0.99,
