,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,1.39,1.31,1.57,1.3,1.12,0.51,0.72,0.51,0.5,0.51,0.84,0.38,0.63,0.58,0.56
e_1,0.88,0.41,1.3,1.24,1.32,1.25,0.93,0.82,0.66,0.57,0.68,0.63,0.53,0.61,1.38,0.53
d_1,1.29,1.34,0.4,1.17,1.38,1.26,0.73,0.53,1.28,0.63,0.56,0.6,0.49,0.54,0.53,0.32
c_1,1.25,1.31,1.53,0.38,1.58,1.39,0.64,0.6,0.33,0.93,0.56,0.6,0.45,0.59,0.47,0.56
b_1,1.44,1.55,1.29,0.72,0.36,1.59,0.71,0.75,0.65,0.66,0.98,0.62,0.57,0.52,0.62,0.49
a_1,1.34,1.32,1.42,1.33,0.81,0.31,0.8,0.98,0.6,0.76,0.87,0.44,0.55,1.21,0.57,0.45
h_1,1.04,0.82,0.89,1.19,1.0,0.88,0.26,0.56,0.47,0.4,0.45,0.43,0.57,0.4,0.47,0.47
g_1,1.13,0.85,1.12,1.13,1.02,0.66,0.4,0.23,0.5,0.5,0.4,0.43,0.32,0.39,0.39,0.69
d_0,1.2,0.56,1.32,1.3,0.87,1.11,0.49,0.48,0.28,0.34,0.42,0.38,0.4,0.45,0.42,0.4
c_0,1.08,0.94,0.6,2.41,0.87,0.97,0.55,0.52,0.73,0.28,0.55,0.43,0.41,0.37,0.45,0.38
b_0,1.03,0.84,0.89,1.03,1.42,0.97,0.49,0.44,0.52,0.26,0.25,0.51,0.37,0.48,0.37,0.38
f_0,2.84,0.85,0.86,1.1,0.76,1.45,0.46,0.36,0.53,0.41,0.37,0.24,0.38,0.43,0.48,0.3
h_0,1.01,0.93,0.87,1.1,0.87,0.93,0.81,0.64,0.43,0.34,0.38,0.44,0.5,0.47,0.3,0.43
a_0,0.93,0.96,0.97,0.99,1.16,1.16,0.61,0.49,0.49,0.46,0.28,0.38,0.31,0.21,0.37,0.3
e_0,1.26,1.23,0.77,1.11,0.87,0.93,0.46,0.54,0.39,0.31,0.45,0.26,0.46,0.42,0.22,0.46
g_0,0.98,1.01,0.98,0.86,1.01,1.13,0.41,0.7,0.49,0.37,0.4,0.39,0.26,0.44,0.35,0.56
