,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.96,0.9,0.55,0.55,0.46,0.34,0.4,0.36,0.41,0.34,0.34,0.27,0.33,0.29,0.21,0.28
e_1,0.61,0.96,0.54,0.72,0.55,0.39,0.42,0.36,0.59,0.36,0.36,0.36,0.37,0.28,0.24,0.31
d_1,0.75,0.68,0.96,0.48,0.53,0.39,0.48,0.37,0.34,0.57,0.41,0.36,0.38,0.3,0.28,0.31
c_1,0.7,0.57,0.68,0.95,0.89,0.43,0.46,0.35,0.31,0.28,0.29,0.32,0.36,0.27,0.27,0.28
b_1,0.73,0.73,0.63,0.54,0.95,0.73,0.49,0.4,0.37,0.42,0.33,0.34,0.37,0.21,0.29,0.3
a_1,0.88,0.75,0.77,0.71,0.55,0.94,0.52,0.41,0.47,0.47,0.42,0.37,0.48,0.27,0.33,0.4
h_1,1.24,0.96,0.9,0.76,0.71,0.57,0.82,0.64,0.49,0.49,0.51,0.49,0.48,0.42,0.35,0.52
g_1,1.0,0.96,1.25,0.93,0.77,0.68,0.63,0.81,0.54,0.56,0.51,0.66,0.53,0.37,0.46,0.43
d_0,1.03,0.88,0.84,1.49,0.95,0.58,0.7,0.59,0.74,0.44,0.57,0.5,0.55,0.44,0.41,0.47
c_0,1.15,1.05,0.96,0.91,0.71,0.69,0.77,0.61,0.7,0.73,0.88,0.56,0.57,0.55,0.45,0.52
b_0,1.19,1.01,1.07,1.08,0.72,0.6,0.75,0.66,0.65,0.56,0.73,0.54,0.65,0.73,0.46,0.52
f_0,1.04,0.88,1.15,1.12,0.97,0.77,0.81,0.63,0.63,0.66,0.64,0.75,0.62,0.48,0.73,0.49
h_0,1.41,1.08,1.12,0.99,0.85,0.63,0.65,0.75,0.65,0.65,0.66,0.57,0.59,0.46,0.49,0.58
a_0,1.22,1.18,1.14,1.14,1.02,0.56,0.8,0.78,0.69,0.59,0.54,0.62,0.67,0.71,0.47,0.57
e_0,1.44,1.01,1.19,1.14,0.91,0.81,0.87,0.75,0.67,0.68,0.69,0.57,0.69,0.46,0.7,0.55
g_0,1.2,1.11,1.48,1.17,0.96,0.62,0.75,0.69,0.62,0.68,0.67,0.84,0.65,0.53,0.54,0.54
