,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.96,1.05,0.88,0.78,0.52,0.44,0.56,0.35,0.47,0.37,0.34,0.36,0.43,0.32
f_1,1.27,1.0,0.84,0.96,0.76,0.74,0.39,0.47,0.42,0.38,0.35,0.36,0.29,0.29,0.26,0.35
d_1,1.04,1.18,1.0,0.95,0.85,0.65,0.5,0.38,0.43,0.53,0.34,0.48,0.35,0.34,0.3,0.25
c_1,0.95,1.05,1.04,1.0,1.4,0.59,0.5,0.51,0.31,0.38,0.4,0.34,0.35,0.31,0.35,0.31
b_1,1.12,1.32,1.19,0.72,1.0,1.24,0.52,0.57,0.5,0.6,0.47,0.41,0.42,0.36,0.35,0.39
a_1,1.31,1.35,1.53,1.71,0.8,1.0,0.82,0.6,0.66,0.58,0.58,0.59,0.56,0.42,0.58,0.46
h_1,1.91,2.56,2.03,1.96,1.84,1.25,1.0,1.16,0.87,0.8,0.81,0.79,0.88,0.67,0.6,0.68
g_1,2.29,2.18,2.71,1.98,1.76,1.55,0.86,1.0,1.07,0.98,1.01,0.79,0.62,0.82,0.77,0.75
d_0,1.76,2.39,2.46,3.16,2.05,1.51,1.16,0.89,1.0,0.8,0.85,0.85,0.99,0.71,0.76,0.76
c_0,2.71,2.55,1.94,2.55,1.53,1.8,1.24,1.05,1.31,1.0,1.13,1.39,0.83,0.73,0.69,0.83
f_0,2.14,2.86,2.76,2.42,2.14,1.78,1.24,0.97,1.17,0.89,1.0,1.12,0.94,0.69,1.25,0.6
b_0,2.77,2.83,2.02,2.91,2.38,1.84,1.19,1.32,1.21,0.75,0.94,1.0,1.05,1.26,0.66,0.75
h_0,2.94,3.46,3.03,2.71,2.45,1.79,1.18,1.59,1.02,1.23,1.03,0.95,1.0,0.79,0.79,0.98
a_0,2.91,3.22,2.92,2.96,2.96,2.6,1.54,1.22,1.44,1.37,1.31,0.85,1.24,1.0,1.09,0.8
e_0,2.55,3.87,3.15,2.87,2.75,1.88,1.64,1.3,1.35,1.48,0.83,1.43,1.25,0.98,1.0,0.89
g_0,3.1,2.84,4.09,3.21,2.65,2.12,1.46,1.25,1.29,1.22,1.68,1.29,1.04,1.26,1.16,1.0
