,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,1.14,0.93,0.74,0.55,0.49,0.6,0.45,0.38,0.38,0.43,0.35,0.29,0.41,0.33
f_1,1.18,1.0,1.04,0.98,0.91,0.81,0.35,0.41,0.44,0.37,0.41,0.37,0.31,0.29,0.27,0.3
c_1,0.87,0.96,1.0,1.18,1.22,0.7,0.49,0.34,0.5,0.31,0.36,0.39,0.36,0.31,0.28,0.3
d_1,1.08,1.02,0.85,1.0,0.99,0.77,0.51,0.56,0.4,0.55,0.39,0.36,0.41,0.32,0.31,0.25
b_1,1.35,1.1,0.82,1.01,1.0,1.34,0.47,0.46,0.45,0.45,0.39,0.43,0.42,0.38,0.35,0.3
a_1,1.83,1.23,1.43,1.3,0.75,1.0,0.68,0.55,0.57,0.56,0.61,0.47,0.55,0.56,0.37,0.43
h_1,1.96,2.87,2.01,1.97,2.05,1.46,1.0,0.86,1.22,0.81,0.83,0.82,0.57,0.66,0.47,0.76
d_0,1.62,2.52,2.95,1.9,2.12,1.72,1.22,1.0,1.02,0.88,0.9,0.82,0.69,0.69,0.74,0.67
g_1,2.2,2.23,2.05,2.59,2.2,1.74,0.82,0.98,1.0,0.95,0.94,1.12,0.67,0.77,0.7,0.91
c_0,2.7,2.73,2.87,1.8,2.24,1.85,1.25,1.16,0.99,1.0,1.47,1.01,0.96,0.69,0.89,0.77
b_0,2.5,2.6,2.86,2.43,2.54,1.59,1.21,1.06,1.09,0.68,1.0,0.97,0.89,1.31,0.88,0.7
f_0,2.24,2.7,2.61,2.57,2.4,2.15,1.3,1.28,0.88,1.0,1.07,1.0,0.84,0.73,1.34,0.75
h_0,2.79,3.41,2.75,2.56,2.47,1.79,1.74,1.41,1.54,1.08,1.16,1.16,1.0,0.88,0.85,0.94
a_0,3.44,3.57,3.26,3.12,2.76,,1.48,1.38,1.21,1.44,0.79,1.24,1.11,1.0,1.03,0.93
e_0,2.61,3.9,3.63,3.17,2.79,2.58,2.12,1.28,1.38,1.13,1.15,0.76,1.26,0.92,1.0,1.09
g_0,3.05,3.41,3.38,3.98,3.42,2.35,1.29,1.44,1.17,1.33,1.39,1.36,1.03,1.06,0.97,1.0
