,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.87,1.11,1.85,1.78,3.43,22.26,30.79,37.48,29.22,38.69,47.3,87.05,86.71,96.99,160.87
f_1,1.15,1.0,1.13,1.36,1.31,2.94,16.53,24.94,24.92,24.86,34.59,33.48,67.06,71.96,66.92,130.81
d_1,0.91,0.9,1.0,1.08,1.35,2.56,15.16,17.46,23.03,31.4,36.21,29.95,69.79,69.73,69.08,92.82
c_1,0.54,0.74,0.92,1.0,1.51,2.37,15.89,18.29,14.07,17.99,22.85,27.76,61.15,63.33,66.63,99.22
b_1,0.56,0.75,0.76,0.67,1.0,3.24,13.22,16.61,16.82,20.82,24.48,26.93,54.01,48.65,63.63,87.35
a_1,0.29,0.34,0.38,0.43,0.31,1.0,6.85,9.25,8.09,9.37,13.82,12.96,27.94,30.5,27.27,49.82
h_1,0.05,0.06,0.07,0.06,0.07,0.14,1.0,1.5,1.26,1.34,1.78,1.85,3.99,3.53,3.96,8.14
g_1,0.03,0.04,0.06,0.05,0.06,0.11,0.65,1.0,0.94,1.1,1.37,1.86,2.66,3.17,3.38,5.35
d_0,0.03,0.04,0.04,0.07,0.06,0.12,0.82,1.06,1.0,0.93,1.38,1.53,3.23,3.42,3.43,5.43
c_0,0.03,0.04,0.03,0.06,0.05,0.11,0.74,0.93,1.09,1.0,1.77,1.39,2.95,3.35,2.82,4.77
b_0,0.03,0.03,0.03,0.04,0.04,0.07,0.56,0.75,0.72,0.6,1.0,1.07,2.73,2.74,2.17,3.62
f_0,0.02,0.03,0.03,0.04,0.04,0.08,0.53,0.54,0.66,0.71,0.89,1.0,2.17,2.02,2.85,2.95
h_0,0.01,0.02,0.01,0.02,0.02,0.03,0.25,0.36,0.3,0.34,0.39,0.48,1.0,1.0,0.94,1.84
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.29,0.32,0.29,0.31,0.35,0.47,1.03,1.0,1.0,1.66
e_0,0.01,0.02,0.02,0.02,0.02,0.04,0.25,0.27,0.3,0.34,0.48,0.35,1.06,1.02,1.0,1.55
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.12,0.19,0.18,0.21,0.28,0.35,0.54,0.58,0.63,1.0
