,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.89,1.09,0.9,0.72,0.49,0.53,0.39,0.53,0.44,0.43,0.34,0.34,0.34,0.33
f_1,1.23,1.0,0.9,0.94,0.84,0.61,0.44,0.44,0.37,0.44,0.41,0.32,0.29,0.34,0.27,0.31
d_1,1.1,1.11,1.0,0.83,0.88,0.74,0.53,0.37,0.57,0.45,0.45,0.37,0.34,0.34,0.34,0.27
c_1,0.91,1.06,1.21,1.0,1.34,0.81,0.5,0.46,0.41,0.34,0.36,0.4,0.36,0.35,0.33,0.32
b_1,1.1,1.19,1.1,0.79,1.0,1.3,0.58,0.49,0.57,0.45,0.45,0.43,0.44,0.31,0.35,0.36
a_1,1.4,1.63,1.31,1.24,0.8,1.0,0.74,0.61,0.63,0.67,0.64,0.5,0.5,0.53,0.44,0.47
h_1,2.07,2.23,1.95,1.99,1.65,1.34,1.0,1.02,0.78,0.82,0.82,0.74,0.67,0.69,0.53,0.72
g_1,1.95,2.18,2.64,2.16,2.08,1.59,0.96,1.0,1.02,0.9,0.86,0.98,0.73,0.69,0.73,0.72
c_0,2.48,2.68,1.84,2.47,1.73,1.61,1.26,0.95,1.0,1.21,1.26,0.85,0.8,0.92,0.74,0.73
d_0,2.0,2.19,2.31,2.97,2.24,1.46,1.17,1.15,0.8,1.0,0.99,0.9,0.86,0.77,0.74,0.78
b_0,2.34,2.47,2.31,2.57,2.14,1.6,1.24,1.2,0.81,1.0,1.0,0.9,0.8,1.08,0.74,0.72
f_0,2.33,2.94,2.84,2.53,2.34,2.03,1.31,1.05,1.14,1.11,1.11,1.0,0.95,0.9,1.08,0.68
h_0,2.96,3.38,2.94,2.81,2.25,2.06,1.48,1.39,1.26,1.22,1.25,1.01,1.0,0.9,0.93,1.14
a_0,2.91,3.03,2.92,2.82,3.18,1.94,1.44,1.49,1.1,1.23,0.94,1.17,1.11,1.0,1.0,0.88
e_0,2.81,3.57,3.02,2.99,2.74,2.25,1.75,1.39,1.33,1.37,1.42,0.97,1.05,0.94,1.0,1.01
g_0,3.09,3.21,3.7,3.1,2.9,2.13,1.39,1.4,1.34,1.26,1.42,1.46,0.91,1.06,1.07,0.99
