,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.87,1.11,1.04,0.65,0.48,0.59,0.46,0.39,0.39,0.42,0.35,0.38,0.33,0.32
f_1,1.27,1.0,0.84,0.93,0.85,0.69,0.4,0.46,0.43,0.39,0.38,0.39,0.28,0.32,0.26,0.3
d_1,1.15,1.2,1.0,0.89,0.82,0.75,0.5,0.49,0.35,0.56,0.46,0.39,0.39,0.35,0.34,0.27
c_1,0.91,1.05,1.12,1.0,1.26,0.78,0.51,0.35,0.5,0.35,0.4,0.41,0.37,0.33,0.33,0.34
b_1,0.96,1.16,1.2,0.8,1.0,1.3,0.55,0.46,0.49,0.54,0.45,0.43,0.38,0.34,0.34,0.39
a_1,1.53,1.44,1.31,1.26,0.78,1.0,0.75,0.65,0.62,0.54,0.56,0.51,0.48,0.45,0.52,0.46
h_1,2.05,2.54,2.07,1.93,1.83,1.36,1.0,0.91,1.04,0.79,0.77,0.77,0.73,0.64,0.62,0.76
d_0,1.66,2.22,2.04,2.85,2.23,1.58,1.03,1.0,1.0,0.68,0.82,0.84,0.83,0.7,0.73,0.77
g_1,2.22,2.33,2.75,2.01,1.96,1.56,0.94,0.99,1.0,0.99,0.84,1.04,0.73,0.79,0.79,0.75
c_0,2.45,2.62,1.88,2.89,1.86,1.81,1.27,1.47,1.02,1.0,1.27,0.95,0.95,0.94,0.8,0.84
b_0,2.46,2.68,2.2,2.77,2.34,1.62,1.3,1.19,1.2,0.79,1.0,0.89,1.0,1.08,0.86,0.87
f_0,2.36,2.58,2.5,2.53,2.32,1.96,1.33,1.27,0.97,1.07,1.04,1.0,1.04,0.83,1.15,0.72
h_0,2.84,3.49,2.74,2.67,2.56,2.06,1.34,1.22,1.4,1.1,0.97,0.96,1.0,0.78,0.79,1.04
a_0,2.83,3.12,2.78,2.97,2.9,2.1,1.59,1.44,1.2,1.05,0.95,1.2,1.25,1.0,0.98,0.92
e_0,3.27,3.69,3.09,3.0,2.96,1.97,1.59,1.39,1.22,1.26,1.12,0.84,1.19,0.99,1.0,1.06
g_0,3.2,3.26,3.73,2.99,2.62,2.18,1.29,1.27,1.23,1.21,1.15,1.39,0.95,1.05,0.94,1.0
