,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.29,0.23,0.31,0.23,0.19,0.2,0.3,0.15,0.15,0.17,0.16,0.17,0.13,0.09,0.17
f_1,0.43,0.94,0.27,0.31,0.23,0.2,0.14,0.19,0.17,0.16,0.16,0.06,0.15,0.1,0.11,0.12
d_1,0.3,0.33,0.94,0.22,0.28,0.17,0.21,0.12,0.17,0.31,0.19,0.15,0.19,0.11,0.14,0.13
c_1,0.28,0.26,0.35,0.94,0.35,0.17,0.21,0.17,0.18,0.09,0.15,0.19,0.19,0.12,0.12,0.12
b_1,0.32,0.29,0.32,0.25,0.94,0.32,0.2,0.2,0.15,0.16,0.07,0.17,0.16,0.12,0.12,0.16
a_1,0.32,0.34,0.37,0.34,0.26,0.93,0.23,0.26,0.2,0.19,0.23,0.18,0.23,0.1,0.13,0.17
h_1,0.61,0.82,0.48,0.46,0.39,0.27,0.73,0.29,0.33,0.31,0.34,0.33,0.22,0.27,0.2,0.31
d_0,0.57,0.65,0.24,0.94,0.43,0.34,0.44,0.6,0.3,0.33,0.35,0.33,0.31,0.21,0.23,0.33
g_1,0.56,0.46,0.7,0.53,0.62,0.36,0.37,0.41,0.72,0.3,0.33,0.46,0.33,0.28,0.21,0.16
c_0,0.74,0.72,0.5,0.36,0.5,0.33,0.44,0.39,0.35,0.62,0.54,0.39,0.34,0.28,0.27,0.3
b_0,0.67,0.8,0.56,0.64,0.31,0.36,0.38,0.38,0.36,0.35,0.6,0.34,0.4,0.45,0.26,0.37
f_0,0.59,0.48,0.75,0.59,0.57,0.36,0.48,0.36,0.34,0.35,0.43,0.6,0.29,0.33,0.52,0.29
h_0,0.49,0.87,0.58,0.63,0.65,0.31,0.3,0.44,0.42,0.43,0.39,0.43,0.24,0.28,0.28,0.4
a_0,0.63,0.88,0.77,0.63,0.47,0.27,0.48,0.49,0.39,0.47,0.33,0.37,0.46,0.6,0.3,0.37
e_0,0.33,0.84,0.66,0.75,0.57,0.49,0.6,0.47,0.42,0.41,0.42,0.26,0.43,0.36,0.59,0.34
g_0,0.59,0.63,0.95,0.8,0.52,0.43,0.47,0.37,,0.4,0.38,0.54,0.34,0.26,0.28,0.26
