,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,112.13,74.27,84.16,73.95,113.28,448.1,9622.59,16175.5,33693.98,20145.75,42719.11,40488.23,100940.99,114511.6,136503.58,171497.53
f_1,62.63,112.25,125.67,94.79,113.67,447.13,7483.18,17182.19,17228.72,25613.43,32633.36,27617.45,89519.08,112071.22,80492.32,148965.82
e_1,57.63,55.74,133.3,113.0,119.52,421.66,8329.01,13971.45,20398.47,39595.08,36873.34,39180.09,93027.56,97529.34,93876.64,167210.47
c_1,59.66,59.7,63.32,145.86,185.64,378.65,8298.47,14372.55,13718.9,19528.17,29751.45,33881.6,79311.39,111479.93,104472.14,137686.48
b_1,55.58,57.63,66.25,64.22,187.02,628.82,6659.06,13898.68,15437.37,22263.41,23335.39,32754.32,69395.58,105456.44,97324.16,140919.73
a_1,39.78,37.46,39.69,53.1,56.12,550.18,4505.76,10816.55,11166.85,14073.28,22027.61,21661.0,40318.78,73884.62,60515.89,75590.37
h_1,17.48,21.13,19.39,23.06,31.36,111.15,3224.64,5089.79,4831.59,5881.26,9892.55,9549.67,25330.66,23715.55,32345.84,50658.63
g_1,18.28,12.27,18.04,19.18,24.24,79.08,1700.2,5367.36,4346.15,4677.5,8271.85,10483.39,18223.79,19686.34,27090.34,26005.84
c_0,12.51,15.66,16.08,17.04,22.36,94.38,2010.69,3458.76,5389.23,6033.11,11814.9,7998.53,24164.9,22391.34,26716.47,33299.45
d_0,9.94,11.34,12.31,29.62,23.4,81.76,1660.84,3039.94,3086.77,6434.99,6639.13,7504.94,17064.98,22211.2,22292.34,33003.49
b_0,10.18,12.6,12.64,17.18,17.64,65.5,1565.77,2838.18,3112.35,4730.61,8457.04,7204.64,26468.77,21761.89,22265.62,32114.03
f_0,12.03,10.16,11.73,16.0,20.45,70.27,1681.31,2560.59,3658.95,4314.96,6531.62,8475.27,16909.53,19608.68,32133.28,28450.02
a_0,8.12,8.72,9.63,13.09,15.62,40.97,1159.02,2271.54,2363.51,3316.09,3702.02,5319.77,17288.53,15881.95,16665.02,21599.04
h_0,8.44,10.28,10.68,10.0,13.48,50.02,963.66,2696.9,2690.83,3266.79,4271.19,4178.54,11919.97,11747.01,13955.79,21503.68
e_0,7.51,9.29,8.16,10.91,12.62,52.9,1158.57,2154.68,2479.66,2822.99,4605.98,3999.5,13214.45,14655.69,20279.05,18547.04
g_0,8.89,7.11,8.07,10.16,11.9,52.78,964.32,1595.49,2537.1,2414.02,3693.08,5491.23,10545.36,11146.17,15020.1,17410.25
