,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,1.49,1.14,2.09,3.21,22.32,38.49,33.47,37.26,38.32,56.69,96.25,83.31,112.77,133.46
f_1,1.26,1.0,1.09,1.1,1.56,2.67,17.94,27.01,28.82,32.63,34.27,44.62,64.13,87.23,93.43,115.23
c_1,0.67,0.91,1.0,1.24,2.19,2.36,19.18,16.07,22.31,28.42,24.58,37.5,72.07,75.02,92.83,105.3
d_1,0.89,0.91,0.82,1.0,1.53,2.35,17.68,24.26,31.4,23.77,33.96,45.29,66.78,80.56,84.62,80.49
b_1,0.48,0.65,0.46,0.65,1.0,2.68,11.88,14.53,19.91,17.96,15.49,23.3,41.03,44.76,58.38,67.55
a_1,0.31,0.38,0.42,0.42,0.38,1.0,7.1,9.4,10.58,11.39,13.74,14.86,29.89,25.67,31.45,42.72
h_1,0.04,0.06,0.05,0.06,0.08,0.14,1.0,1.2,1.54,1.76,1.49,2.11,3.38,3.87,5.04,6.32
d_0,0.03,0.04,0.06,0.04,0.07,0.11,0.83,1.0,0.94,1.22,1.38,1.83,2.95,3.15,3.72,4.8
c_0,0.03,0.04,0.04,0.03,0.05,0.09,0.63,1.0,1.0,1.08,1.61,1.48,2.47,2.8,3.22,3.82
g_1,0.03,0.03,0.04,0.04,0.06,0.1,0.53,0.81,0.94,1.0,1.09,1.93,2.07,2.57,3.33,3.72
b_0,0.03,0.03,0.04,0.03,0.06,0.07,0.64,0.77,0.63,0.95,1.0,1.32,2.27,3.26,2.74,3.72
f_0,0.02,0.02,0.03,0.02,0.04,0.07,0.47,0.54,0.65,0.53,0.71,1.0,1.75,1.66,2.68,2.08
h_0,0.01,0.02,0.01,0.01,0.02,0.03,0.29,0.34,0.41,0.47,0.43,0.58,1.0,1.05,1.3,1.59
a_0,0.01,0.01,0.01,0.01,0.02,0.04,0.25,0.32,0.37,0.38,0.3,0.62,0.94,1.0,1.01,1.48
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.2,0.26,0.31,0.32,0.37,0.36,0.77,1.06,1.0,0.96
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.16,0.2,0.26,0.26,0.26,0.48,0.61,0.71,0.99,1.0
