,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.14,10.46,8.49,10.25,12.5,9.29,2.25,4.08,2.21,1.99,2.11,13.56,1.22,2.54,1.84,2.64
e_1,5.9,1.14,13.13,12.49,11.1,12.22,3.72,3.69,2.62,2.32,3.02,2.57,1.82,2.45,1.99,13.38
d_1,11.83,12.35,1.14,9.95,11.37,12.14,2.82,2.25,2.41,11.7,2.4,2.52,1.63,2.2,1.1,2.1
c_1,14.82,11.65,15.96,1.14,11.69,14.14,3.7,3.15,7.99,1.44,2.43,2.35,2.2,2.75,2.01,2.08
b_1,14.94,14.34,14.87,7.62,1.14,14.99,5.14,4.56,3.37,2.82,10.57,2.61,1.95,2.79,2.34,2.9
a_1,22.93,19.25,25.96,27.07,12.19,1.15,5.93,6.56,3.23,3.76,4.5,3.17,3.42,18.05,2.31,4.41
h_1,29.53,28.1,26.36,31.49,23.97,26.74,1.91,8.78,5.74,6.08,5.44,4.41,10.89,5.26,3.46,4.41
g_1,37.66,36.29,24.67,43.46,40.51,35.34,7.3,1.89,6.27,5.49,5.1,7.35,2.9,4.86,9.29,6.21
c_0,39.69,32.56,17.14,146.95,34.65,35.98,8.52,8.56,2.59,8.61,6.49,7.56,4.4,6.77,5.04,6.21
d_0,42.92,16.75,99.4,39.06,46.39,37.34,10.1,11.32,6.99,2.88,6.72,6.08,5.38,9.72,5.69,6.0
b_0,40.56,47.08,29.99,48.22,92.77,29.1,10.62,9.12,3.97,8.05,2.64,6.3,5.67,6.53,5.69,6.57
f_0,119.06,40.99,44.04,40.61,43.58,34.72,16.04,7.47,7.99,8.27,7.51,2.8,5.18,6.21,4.25,6.0
h_0,50.56,48.39,52.71,90.76,44.25,43.02,37.18,15.95,11.18,10.88,11.65,10.8,19.71,9.97,7.84,9.16
a_0,55.09,58.07,52.71,79.13,82.17,123.69,17.4,16.71,9.19,13.78,6.01,9.8,5.91,2.71,7.84,10.55
g_0,69.64,56.19,58.97,59.35,71.9,63.84,12.21,33.43,12.2,13.19,12.15,12.9,6.9,13.07,27.15,19.33
e_0,108.56,158.36,58.97,64.29,58.69,47.12,15.73,18.47,13.98,11.07,9.36,4.94,11.83,18.95,6.19,2.78
