,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.52,1.43,0.89,1.02,0.91,0.7,1.11,1.11,1.08,1.25,1.12,0.86,1.03,1.2,0.78,1.14
e_1,0.99,1.54,1.0,1.18,0.96,0.81,1.26,1.19,1.16,1.82,1.18,1.19,1.1,1.29,0.87,1.13
d_1,1.19,1.05,1.55,0.94,0.89,0.79,1.18,0.97,1.73,0.92,1.34,1.1,1.04,1.23,1.01,1.04
c_1,1.07,0.93,1.04,1.59,1.49,0.89,1.21,1.08,0.93,0.95,0.95,1.22,1.01,1.29,1.0,1.18
b_1,1.15,1.02,1.13,0.88,1.63,1.4,1.21,1.11,1.25,1.07,0.98,1.18,0.9,1.25,1.03,1.13
a_1,1.27,1.07,1.21,1.12,0.91,1.79,1.36,1.15,1.26,1.24,1.27,1.19,1.04,1.43,1.25,1.38
h_1,1.53,1.25,1.34,1.24,1.14,0.98,1.86,1.48,1.26,1.36,1.31,1.47,1.4,1.56,1.21,1.74
g_1,1.24,1.21,1.7,1.28,1.13,1.03,1.45,1.94,1.62,1.37,1.4,1.79,1.31,1.58,1.46,1.57
c_0,1.47,1.39,1.23,1.22,1.09,1.02,1.61,1.37,1.81,1.76,2.31,1.45,1.68,1.7,1.41,1.64
d_0,1.27,1.06,1.23,2.01,1.36,1.08,1.53,1.46,1.12,1.83,1.28,1.46,1.33,1.7,1.36,1.46
b_0,1.43,1.36,1.23,1.57,1.17,0.87,1.76,1.55,1.3,1.69,1.89,1.42,2.28,1.84,1.48,1.64
f_0,1.42,1.25,1.47,1.35,1.22,1.13,1.6,1.38,1.44,1.55,1.64,1.89,1.35,1.73,2.13,1.47
a_0,1.41,1.35,1.48,1.49,1.42,0.87,1.6,1.56,1.46,1.59,1.29,1.55,1.89,1.96,1.44,1.64
h_0,1.67,1.32,1.48,1.35,1.34,1.07,1.43,1.7,1.61,1.54,1.4,1.49,1.3,1.43,1.33,1.86
e_0,1.84,1.41,1.5,1.31,1.3,0.89,1.76,1.4,1.62,1.5,1.58,1.48,1.61,2.04,2.01,1.61
g_0,1.43,1.29,1.84,1.43,1.41,1.12,1.45,1.16,1.64,1.41,1.47,2.01,1.53,1.72,1.6,1.51
