,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,3.76,5.76,6.24,5.27,6.54,2.28,2.43,2.44,1.79,1.66,2.32,2.26,2.02,,1.81
f_1,7.0,0.67,5.56,7.03,6.44,5.83,1.59,2.09,2.78,1.9,2.02,,1.22,1.99,1.77,1.91
d_1,7.36,5.54,0.65,4.69,4.85,4.86,3.23,,2.28,2.73,2.69,1.63,1.81,1.75,2.11,1.2
c_1,5.73,4.75,8.38,0.65,7.01,5.93,2.99,1.44,2.79,,2.13,2.03,1.82,2.19,1.94,1.28
b_1,7.58,6.11,6.61,4.33,0.63,6.13,2.86,2.77,2.33,2.04,,2.52,1.72,2.14,2.03,1.76
a_1,6.41,5.97,7.93,6.93,4.05,0.57,4.3,2.86,3.13,3.0,3.83,2.81,2.53,,,2.73
h_1,4.86,6.65,4.94,4.58,5.25,4.27,0.61,1.85,2.1,1.76,2.08,1.79,,1.71,1.12,1.27
d_0,2.94,4.51,,5.83,4.35,3.87,2.09,0.72,1.98,2.01,1.88,1.91,1.38,1.31,1.72,1.47
g_1,7.47,5.9,4.75,4.92,6.21,5.34,2.35,2.17,0.58,1.92,2.05,2.15,1.23,1.88,1.64,
c_0,5.56,5.88,2.79,,5.73,5.03,2.68,1.72,2.55,0.69,1.99,1.58,1.26,1.46,1.95,1.32
b_0,6.37,5.39,4.72,5.46,,3.9,1.87,1.82,2.62,1.17,0.68,1.6,1.5,2.72,2.06,1.52
f_0,5.59,,6.02,4.58,4.84,6.33,2.42,1.94,1.41,1.94,1.99,0.68,1.29,2.17,,0.98
h_0,4.44,5.74,4.38,3.6,4.66,3.87,,1.5,1.84,1.82,1.43,1.88,,1.15,1.51,1.59
a_0,5.97,6.79,8.31,5.77,6.69,,2.08,2.73,2.68,2.41,1.18,1.87,2.39,0.62,,1.98
e_0,,6.08,5.25,7.5,6.41,,3.21,2.07,3.25,1.76,2.1,,1.59,,0.62,2.17
g_0,3.96,6.31,5.56,7.28,4.91,4.36,1.94,1.54,,2.01,1.53,1.88,1.13,1.87,1.59,
