,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.5,0.62,0.61,0.9,0.69,0.52,0.72,0.78,1.34,0.82,0.8,0.86,0.85,0.66,0.48,0.76
f_1,1.08,1.52,0.71,0.64,0.55,0.5,0.67,0.7,0.74,0.73,0.75,0.49,0.78,0.62,0.53,0.76
d_1,0.76,0.72,1.55,0.56,0.67,0.57,0.72,0.66,0.51,1.28,1.0,0.74,0.89,0.74,0.73,0.63
c_1,0.58,0.7,0.69,1.57,1.06,0.56,0.88,0.7,0.72,0.41,0.69,0.79,0.82,0.76,0.71,0.78
b_1,0.65,0.85,0.69,0.62,1.59,0.93,0.94,0.74,0.76,0.77,0.43,0.86,0.79,0.48,0.82,0.7
a_1,0.83,0.85,0.73,0.72,0.52,1.74,0.94,0.84,0.9,0.87,0.87,0.95,1.04,0.67,0.69,1.0
h_1,0.88,1.24,1.01,0.77,0.82,0.64,1.72,1.29,1.04,0.93,0.86,0.9,0.74,0.8,0.85,1.38
g_1,0.78,0.88,1.39,0.87,0.88,0.64,0.89,1.81,1.08,1.08,0.99,1.52,0.94,0.85,0.79,0.77
d_0,0.81,0.97,0.59,1.48,0.96,0.86,0.94,0.94,1.59,0.89,1.05,1.05,1.18,0.92,0.93,0.86
c_0,0.97,1.13,0.89,0.78,0.69,0.79,1.13,1.07,1.19,1.62,1.73,1.09,1.27,1.13,1.01,0.98
b_0,1.08,1.0,0.9,0.99,0.63,0.68,1.11,1.01,1.22,1.11,1.67,1.19,1.27,1.6,1.0,1.16
f_0,0.91,0.73,1.05,0.95,0.92,0.83,1.25,0.94,1.24,1.05,1.01,1.62,1.22,0.96,1.75,1.01
h_0,1.02,1.34,1.03,0.98,0.91,0.7,0.88,1.36,1.16,1.15,1.06,1.13,1.01,1.01,0.85,1.44
a_0,1.18,1.19,1.08,0.89,0.99,0.48,1.23,1.15,1.01,1.2,1.03,1.19,1.24,1.75,1.01,1.13
e_0,0.72,1.16,1.14,0.92,0.87,0.85,1.24,1.26,1.22,1.1,1.27,1.07,1.45,0.96,1.77,1.25
g_0,1.01,1.02,1.51,1.02,0.97,0.7,1.04,0.98,1.2,1.27,1.01,1.63,1.06,1.06,1.29,0.91
