,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10589.95,5038.67,7785.07,5580.59,10830.11,43470.57,6823013.42,28776649.08,16633694.11,23419393.36,31900337.24,58049651.52,154507687.61,160935040.52,108308622.52,282129361.33
f_1,6901.39,13146.22,6073.84,6172.03,9785.94,37314.64,6623323.86,17815078.54,15003856.16,25965960.02,29322887.67,31943736.13,143850761.4,130403158.12,105203400.78,293625675.27
c_1,3342.56,4904.69,17642.42,5719.37,22517.26,46073.21,6791392.71,15999156.37,14407784.6,10655425.85,18101878.97,49001812.5,151985648.47,122827839.01,159316881.56,312042202.64
d_1,3969.06,5250.67,4442.08,18917.65,10865.4,46699.86,7974271.72,10984139.96,19882211.44,46034719.34,37003138.74,55517030.54,165498468.11,167515408.0,176639591.22,316964781.18
b_1,3241.22,4851.0,5990.57,6015.11,40256.23,107311.7,7787833.43,14492911.46,15300295.57,23384322.73,16746113.43,46637401.9,181088917.9,104830975.77,178466995.87,322448401.19
a_1,3773.51,5777.96,6999.57,6133.18,10861.13,233023.82,8736611.39,15675526.8,13040366.23,22448577.02,31474012.57,52093246.09,170044809.57,85239017.61,197210056.06,310381625.43
h_1,3734.91,7461.38,7296.83,7338.5,12690.4,45297.09,17248328.77,16036254.1,21597478.81,20915845.51,29744273.72,49385990.91,149486235.94,147781258.24,213543791.32,447399600.93
d_0,4099.05,5102.59,12311.34,3753.44,14563.91,51288.94,9207236.38,30192669.45,16270424.0,18134082.65,27362267.82,53519810.0,166279414.09,129199383.71,178400763.67,296958274.73
g_1,4272.94,4273.42,5939.09,12242.77,10890.42,38118.01,8931388.85,13822719.02,44031143.19,29418136.7,33131420.68,81591577.53,145360563.83,147971943.74,206571528.19,281668162.22
c_0,5194.07,5586.17,5346.42,7844.75,8376.19,48434.44,8877637.53,18117097.53,20357019.76,45615681.88,56301760.63,56760950.45,183914600.25,187382771.89,187909994.31,377466702.02
b_0,4370.14,5218.51,7890.19,8299.33,9510.77,36396.0,8235473.39,18261893.42,18068884.84,29032427.18,55312467.69,55744142.2,183647864.06,312969424.15,222166258.91,388619806.94
f_0,3667.74,4338.82,7753.12,7251.94,13235.87,55224.73,10039258.23,18739259.89,20671643.71,31457990.79,36166852.98,110091188.11,184704781.13,173066600.86,388331746.77,382634332.56
h_0,4014.71,7256.79,6684.62,8606.81,9945.62,43822.45,7124304.11,15680926.11,23555980.01,29460759.33,31702222.14,60115339.52,143228186.64,156676175.72,202410135.6,496423260.37
a_0,4801.95,5257.38,6886.6,7922.42,13579.11,29218.53,8405188.99,19707639.0,18172311.31,30073849.94,29249686.57,60466456.13,170573452.24,314989781.22,203965919.6,366881302.6
e_0,3343.35,6149.08,8029.04,6909.97,12516.56,54086.08,10575085.29,16568262.53,19495069.37,27489396.95,30740493.41,64692760.02,223489323.03,150641540.66,401415651.45,406101176.23
g_0,3548.32,5592.2,6112.54,10941.72,12149.83,51148.26,7409365.3,14621022.76,15079423.91,28934945.72,32916081.83,86774023.42,230345430.77,158688574.76,221965666.96,312441564.03
