,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,1.66,1.78,1.64,1.78,1.9,0.29,0.54,0.35,0.32,0.25,1.54,0.16,0.24,0.32,0.28
e_1,0.93,0.18,1.9,2.0,1.57,1.5,0.67,0.5,0.33,0.34,0.34,0.5,0.28,0.33,1.21,0.29
d_1,1.77,2.19,0.16,1.57,1.74,1.37,0.4,0.26,1.16,0.41,0.34,0.32,0.24,0.41,0.39,0.14
c_1,2.03,1.57,1.71,0.14,1.49,1.63,0.57,0.5,0.17,0.9,0.39,0.3,0.23,0.33,0.34,0.24
b_1,1.97,1.47,1.59,0.91,0.13,1.84,0.45,0.87,0.34,0.38,2.28,0.32,0.32,0.38,0.41,0.23
a_1,1.83,1.77,1.76,2.45,0.75,0.09,0.58,0.49,0.43,0.37,0.39,0.34,0.26,2.4,0.39,0.29
h_1,0.9,1.12,0.76,0.86,1.07,0.87,0.07,0.27,0.23,0.17,0.17,0.17,0.27,0.21,0.16,0.18
g_1,1.17,1.11,0.88,0.88,1.0,1.4,0.19,0.06,0.22,0.18,0.19,0.16,0.09,0.15,0.14,0.17
d_0,0.92,0.42,2.98,1.09,1.39,0.92,0.39,0.36,0.07,0.16,0.2,0.15,0.15,0.22,0.15,0.18
c_0,0.95,0.84,0.54,4.85,1.0,0.78,0.29,0.28,0.23,0.07,0.18,0.17,0.16,0.23,0.15,0.13
b_0,0.82,0.84,0.83,1.07,3.04,0.98,0.27,0.34,0.16,0.09,0.06,0.18,0.12,0.16,0.12,0.15
f_0,2.37,0.73,0.83,0.85,0.95,1.29,0.29,0.15,0.2,0.16,0.17,0.06,0.14,0.22,0.14,0.08
h_0,0.93,0.89,0.8,0.82,1.16,0.86,0.71,0.29,0.22,0.18,0.2,0.17,0.37,0.19,0.17,0.12
a_0,0.88,0.93,0.75,0.87,1.82,,0.27,0.27,0.19,0.15,0.09,0.15,0.13,0.04,0.2,0.16
e_0,1.03,1.67,0.94,0.85,0.87,0.72,0.27,0.2,0.21,0.16,0.18,0.08,0.12,0.27,0.04,0.16
g_0,0.97,0.91,0.87,1.05,1.07,0.73,0.19,0.56,0.22,0.18,0.19,0.18,0.11,0.24,0.16,0.44
