,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.95,0.74,0.42,0.45,0.34,0.25,0.28,0.2,0.27,0.24,0.26,0.13,0.21,0.2,0.14,0.2
e_1,0.44,0.95,0.43,0.54,0.38,0.29,0.31,0.26,0.47,0.25,0.28,0.27,0.27,0.2,0.14,0.19
d_1,0.5,0.45,0.95,0.34,0.43,0.26,0.31,0.29,0.2,0.45,0.29,0.28,0.27,0.23,0.19,0.2
c_1,0.5,0.4,0.5,0.94,0.69,0.26,0.34,0.27,0.25,0.18,0.22,0.24,0.24,0.21,0.19,0.18
b_1,0.54,0.52,0.44,0.38,0.94,0.62,0.31,0.27,0.29,0.29,0.21,0.25,0.23,0.18,0.19,0.19
a_1,0.71,0.55,0.57,0.6,0.32,0.93,0.37,0.3,0.39,0.36,0.35,0.29,0.38,0.19,0.22,0.17
h_1,1.04,0.71,0.78,0.57,0.59,0.47,0.76,0.46,0.46,0.45,0.37,0.33,0.32,0.28,0.25,0.39
g_1,0.78,0.7,1.03,0.66,0.69,0.47,0.47,0.75,0.4,0.47,0.48,0.59,0.43,0.36,0.27,0.29
d_0,0.89,0.64,0.52,1.22,0.65,0.49,0.49,0.48,0.65,0.34,0.46,0.39,0.51,0.37,0.34,0.37
c_0,0.95,0.85,0.69,0.57,0.59,0.48,0.51,0.44,0.53,0.69,0.74,0.42,0.44,0.41,0.3,0.36
b_0,1.0,0.69,0.83,0.88,0.55,0.42,0.58,0.41,0.47,0.48,0.68,0.43,0.47,0.66,0.35,0.38
f_0,0.87,0.7,0.83,0.74,0.76,0.58,0.67,0.41,0.53,0.59,0.53,0.69,0.53,0.4,0.58,0.34
h_0,1.22,0.8,0.89,0.94,0.71,0.4,0.45,0.61,0.48,0.54,0.48,0.44,0.36,0.39,0.39,0.47
a_0,0.96,0.89,0.82,0.89,0.85,0.44,0.7,0.48,0.55,0.53,0.43,0.5,0.55,0.63,0.37,0.44
e_0,1.34,0.76,0.83,0.94,0.65,0.58,0.74,0.58,0.56,0.65,0.57,0.41,0.53,0.44,0.62,0.38
g_0,0.8,0.98,1.31,0.89,0.83,0.71,0.56,0.5,0.48,0.61,0.51,0.73,0.43,0.37,0.38,0.36
