,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,93.76,43.14,57.98,101.11,119.6,485.6,8014.92,15566.36,32850.27,21363.19,29618.36,35145.92,93652.72,82595.09,90239.07,159138.52
f_1,64.75,100.22,61.68,82.0,105.87,329.57,6228.94,12741.47,18420.83,19057.89,31552.31,20400.98,76345.69,76591.02,91788.78,193132.47
d_1,42.14,46.33,140.17,51.85,76.87,340.4,6970.94,11523.66,9629.29,31809.57,29254.73,29609.63,79981.75,82667.16,120868.34,124684.06
c_1,32.48,38.87,66.05,154.76,139.06,264.55,6109.05,11497.5,10864.74,7356.99,21097.65,29926.1,62420.13,70066.19,114731.92,126586.19
b_1,30.25,33.77,64.23,60.43,195.46,534.76,5017.76,13244.46,12531.26,13564.81,12205.35,24974.49,59694.33,50524.85,99735.41,115273.06
a_1,19.13,28.11,39.08,41.61,38.46,601.77,3827.32,7627.07,8016.7,11240.67,14448.88,19115.02,48435.38,23478.74,54999.88,87939.68
h_1,9.37,15.83,18.29,21.1,27.04,108.66,3089.61,4947.2,3548.29,4705.72,7235.06,7974.73,15436.64,22169.15,30728.52,51381.71
g_1,7.47,9.43,20.75,16.2,15.37,72.61,1317.73,5616.09,2846.14,3935.26,5568.21,9138.33,14165.91,14958.91,28610.67,25473.24
d_0,6.53,9.42,9.11,26.73,23.75,81.75,1660.08,3485.88,5004.35,3357.73,5319.15,6352.06,15842.02,18801.08,24114.15,30791.74
c_0,8.02,10.53,11.79,14.71,18.07,68.54,1601.16,2930.1,3429.99,5666.87,9137.06,6161.87,17019.94,19873.5,28998.85,33323.72
b_0,7.97,8.32,11.88,14.09,13.37,61.67,1315.26,2853.41,3072.07,2883.37,7583.76,4639.12,14535.47,28350.08,19425.49,30185.59
f_0,6.01,6.63,14.53,12.87,17.62,64.39,1241.84,2364.78,2608.55,3620.84,5532.15,8562.19,15658.06,13967.23,34941.57,25284.09
h_0,5.26,7.76,8.49,10.57,15.1,41.3,731.1,2479.73,2364.11,2652.26,3438.12,3831.06,7773.62,8495.95,13927.94,28379.44
a_0,5.49,5.97,9.52,9.0,11.71,42.72,790.67,2118.26,1862.44,2579.05,2794.7,3418.51,11730.98,18044.77,15766.29,20311.92
e_0,3.41,6.54,7.11,8.12,12.26,49.09,854.68,1538.44,1853.32,2361.93,3568.8,2676.4,10705.64,8729.03,22934.54,15823.19
g_0,4.72,3.96,9.92,8.41,10.48,39.78,695.8,1330.19,1692.03,1891.05,2871.39,4414.27,7189.59,9457.15,13496.38,13502.56
