,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.53,0.95,0.91,1.17,0.97,0.93,1.23,1.68,1.1,1.18,1.11,1.27,1.24,1.04,1.23,0.89
f_1,1.53,1.56,0.95,1.05,0.88,0.71,0.98,1.28,1.04,1.13,1.1,0.88,1.13,0.96,1.13,0.65
d_1,1.07,1.14,1.57,0.86,0.9,0.82,1.19,1.14,1.01,1.73,1.35,1.13,1.32,1.05,1.08,1.12
c_1,0.94,1.03,1.06,1.57,1.42,0.9,1.15,1.03,0.92,0.86,0.89,1.03,1.24,0.94,1.18,0.97
b_1,0.99,1.07,1.06,0.92,1.61,1.3,1.27,1.15,1.06,1.23,0.97,1.19,1.27,0.84,1.1,1.11
a_1,0.98,1.15,1.15,1.18,1.03,1.76,1.25,1.28,1.19,1.35,1.37,1.28,1.48,1.14,1.27,1.08
h_1,1.23,1.58,1.34,1.18,1.08,0.88,1.88,1.52,1.56,1.45,1.32,1.35,1.39,1.34,1.98,1.27
d_0,1.19,1.26,1.1,1.92,1.32,1.1,1.32,1.81,1.33,1.13,1.35,1.37,1.78,1.25,1.45,1.16
g_1,1.21,1.2,1.67,1.4,1.22,0.99,1.29,1.41,1.98,1.47,1.39,1.93,1.5,1.31,1.59,1.45
c_0,1.42,1.4,1.16,1.4,1.2,1.08,1.49,1.84,1.5,1.82,2.32,1.62,1.83,1.64,1.62,1.31
b_0,1.5,1.45,1.26,1.53,1.14,0.8,1.62,1.58,1.52,1.28,1.88,1.52,1.93,2.15,1.63,1.29
f_0,1.1,1.26,1.54,1.41,1.34,1.18,1.62,1.6,1.37,1.47,1.49,1.9,1.77,1.33,1.64,2.28
h_0,1.44,1.68,1.41,1.38,1.35,1.06,1.31,1.44,1.68,1.4,1.46,1.48,1.56,1.45,1.82,1.36
a_0,1.5,1.6,1.52,1.49,1.28,0.8,1.64,1.6,1.56,1.53,1.48,1.61,1.96,1.99,2.04,1.29
g_0,1.23,1.38,1.97,1.3,1.37,1.13,1.32,1.35,1.25,1.64,1.51,2.0,1.67,1.13,1.56,1.45
e_0,1.26,1.87,1.54,1.44,1.23,1.01,1.72,1.5,1.56,1.54,1.67,1.37,1.81,1.37,1.79,1.96
