,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.49,0.77,0.42,0.43,0.44,0.33,0.48,0.43,0.48,0.53,0.59,0.18,0.56,0.34,0.36,0.44
e_1,0.45,1.5,0.43,0.5,0.42,0.42,0.54,0.48,0.92,0.55,0.51,0.55,0.57,0.51,0.21,0.54
d_1,0.54,0.46,1.54,0.43,0.41,0.33,0.57,0.4,0.3,0.92,0.59,0.54,0.63,0.48,0.54,0.51
c_1,0.48,0.45,0.48,1.55,0.72,0.33,0.53,0.58,0.51,0.21,0.43,0.44,0.65,0.44,0.43,0.48
b_1,0.47,0.49,0.5,0.43,1.59,0.68,0.61,0.43,0.6,0.58,0.36,0.56,0.61,0.42,0.46,0.49
a_1,0.57,0.47,0.61,0.55,0.34,1.76,0.64,0.62,0.64,0.57,0.58,0.61,0.62,0.27,0.53,0.56
h_1,1.02,0.72,0.72,0.69,0.63,0.47,1.69,0.92,0.79,0.98,0.88,0.86,0.58,0.64,0.77,1.08
g_1,0.74,0.53,1.15,0.78,0.83,0.42,0.83,1.77,0.71,0.76,0.88,1.18,0.81,0.74,0.71,0.44
d_0,0.94,0.59,0.44,1.25,0.75,0.65,0.92,0.81,1.47,0.62,0.82,0.94,0.9,0.9,0.71,0.97
c_0,0.9,0.86,0.71,0.59,0.61,0.61,0.89,1.04,1.06,1.51,1.59,0.85,1.15,1.02,0.74,0.99
b_0,0.82,0.89,0.88,0.79,0.38,0.58,0.79,0.89,0.94,0.74,1.58,0.82,0.91,1.57,0.7,0.97
f_0,0.55,0.65,0.89,1.02,0.7,0.58,1.01,0.77,0.97,0.96,0.92,1.61,1.05,0.99,1.35,1.03
h_0,1.08,0.74,0.84,0.69,0.78,0.67,0.53,1.02,0.88,0.7,0.87,0.94,0.64,0.69,0.78,1.13
a_0,1.02,0.77,0.72,0.83,0.89,0.45,1.06,0.85,0.98,0.82,0.86,0.81,1.08,1.64,0.97,1.04
e_0,0.98,0.58,0.75,0.93,0.86,0.69,1.09,1.06,0.93,1.16,1.03,0.89,1.1,0.83,1.72,0.92
g_0,0.86,0.77,1.1,0.89,0.68,0.56,0.77,0.74,0.84,0.88,1.05,1.28,1.06,0.76,0.92,0.66
