,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.47,0.69,0.8,0.68,0.73,0.4,0.38,0.41,0.28,0.32,0.34,0.28,0.31,0.4,0.27
f_1,0.76,0.41,0.58,0.71,0.69,0.57,0.27,0.39,0.33,0.28,0.28,0.37,0.2,0.28,0.29,0.26
d_1,0.7,0.74,0.39,0.67,0.63,0.61,0.36,0.26,0.38,0.34,0.33,0.29,0.25,0.28,0.26,0.18
c_1,0.58,0.67,0.81,0.38,0.8,0.62,0.33,0.38,0.2,0.3,0.28,0.26,0.26,0.27,0.28,0.29
b_1,0.7,0.68,0.76,0.41,0.37,0.82,0.41,0.43,0.3,0.44,0.38,0.3,0.29,0.33,0.3,0.26
a_1,0.64,0.92,0.71,0.69,0.41,0.31,0.41,0.35,0.32,0.34,0.41,0.34,0.25,0.43,0.33,0.29
h_1,0.59,0.77,0.56,0.71,0.59,0.54,0.24,0.35,0.28,0.26,0.29,0.27,0.3,0.24,0.26,0.27
g_1,0.68,0.67,0.64,0.65,0.6,0.57,0.28,0.22,0.31,0.28,0.3,0.28,0.19,0.3,0.21,0.27
d_0,0.39,0.62,0.77,0.76,0.72,0.66,0.39,0.42,0.24,0.27,0.27,0.3,0.26,0.29,0.31,0.28
c_0,0.72,0.71,0.42,0.94,0.57,0.56,0.37,0.31,0.39,0.23,0.37,0.33,0.25,0.29,0.32,0.24
b_0,0.6,0.68,0.51,0.85,0.8,0.53,0.35,0.31,0.32,0.17,0.21,0.25,0.28,0.38,0.28,0.24
f_0,0.57,0.75,0.62,0.71,0.65,0.5,0.35,0.25,0.27,0.25,0.27,0.2,0.25,0.31,0.33,0.19
h_0,0.58,0.68,0.6,0.66,0.57,0.58,0.35,0.39,0.28,0.27,0.26,0.26,0.26,0.29,0.26,0.25
a_0,0.58,0.69,0.58,0.68,0.66,0.75,0.38,0.36,0.31,0.26,0.17,0.28,0.23,0.19,0.28,0.21
e_0,0.74,0.81,0.62,0.59,0.62,0.55,0.36,0.35,0.26,0.28,0.3,0.16,0.24,0.29,0.18,0.22
g_0,0.59,0.62,0.68,0.66,0.57,0.6,0.25,0.38,0.27,0.29,0.3,0.29,0.22,0.3,0.27,0.28
