,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.21,0.16,0.2,0.15,0.11,0.16,0.11,0.33,0.15,0.15,0.15,0.18,0.11,0.05,0.12
f_1,0.34,0.89,0.16,0.17,0.14,0.08,0.12,0.12,0.14,0.15,0.15,0.05,0.15,0.11,0.07,0.13
d_1,0.19,0.24,0.89,0.12,0.14,0.11,0.2,0.16,0.08,0.29,0.17,0.13,0.18,0.1,0.09,0.13
c_1,0.18,0.17,0.18,0.89,0.3,0.1,0.13,0.12,0.17,0.06,0.1,0.12,0.16,0.08,0.1,0.12
b_1,0.18,0.2,0.17,0.19,0.88,0.2,0.16,0.15,0.15,0.15,0.04,0.12,0.16,0.08,0.09,0.11
a_1,0.18,0.2,0.19,0.15,0.15,0.87,0.18,0.16,0.16,0.18,0.15,0.18,0.16,0.04,0.1,0.11
h_1,0.2,0.34,0.24,0.23,0.17,0.11,0.56,0.2,0.17,0.19,0.16,0.14,0.12,0.09,0.12,0.21
g_1,0.22,0.19,0.37,0.19,0.18,0.15,0.16,0.56,0.14,0.2,0.19,0.25,0.18,0.1,0.11,0.09
d_0,0.22,0.25,0.13,0.41,0.17,0.12,0.19,0.13,0.44,0.16,0.17,0.18,0.21,0.11,0.13,0.16
c_0,0.27,0.25,0.25,0.15,0.13,0.12,0.25,0.18,0.22,0.42,0.4,0.22,0.19,0.13,0.13,0.16
b_0,0.25,0.29,0.24,0.24,0.1,0.08,0.19,0.17,0.2,0.19,0.44,0.17,0.24,0.26,0.13,0.18
f_0,0.2,0.11,0.25,0.26,0.2,0.15,0.22,0.18,0.19,0.19,0.23,0.41,0.19,0.1,0.26,0.16
h_0,0.22,0.38,0.22,0.2,0.17,0.15,0.12,0.21,0.21,0.19,0.15,0.16,0.12,0.11,0.1,0.2
a_0,0.24,0.28,0.26,0.29,0.16,0.05,0.23,0.15,0.22,0.22,0.15,0.11,0.23,0.39,0.1,0.15
e_0,0.12,0.19,0.3,0.25,0.23,0.11,0.31,0.26,0.19,0.21,0.16,0.18,0.21,0.14,0.38,0.16
g_0,0.22,0.25,0.39,0.16,0.21,0.11,0.2,0.13,0.17,0.19,0.16,0.23,0.2,0.12,0.11,0.1
