,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,1.0,1.39,1.59,1.41,1.37,0.6,0.57,0.67,0.46,0.47,0.56,0.54,0.55,0.89,0.48
f_1,1.35,0.66,1.25,1.59,1.47,1.33,0.45,0.51,0.71,0.46,0.44,0.65,0.32,0.41,0.38,0.47
d_1,1.83,1.62,0.64,1.22,1.34,1.2,0.66,1.03,0.51,0.62,0.57,0.46,0.48,0.44,0.51,0.3
c_1,1.25,1.39,1.9,0.64,1.57,1.23,0.75,0.34,0.64,0.75,0.47,0.5,0.45,0.51,0.48,0.36
b_1,1.68,1.68,1.37,1.09,0.62,1.63,0.84,0.64,0.56,0.6,0.89,0.55,0.39,0.62,0.55,0.52
a_1,1.78,1.79,1.87,2.04,1.12,0.57,0.95,0.77,0.84,0.75,0.82,0.74,0.65,1.02,0.58,0.56
h_1,2.09,2.75,2.13,2.09,2.03,1.92,0.58,0.78,0.98,0.73,0.81,0.65,0.8,0.63,0.54,0.6
d_0,1.55,2.24,2.99,2.81,2.29,2.09,1.13,0.64,1.06,0.86,0.83,0.93,0.69,0.77,0.74,0.81
g_1,2.31,2.28,2.49,2.36,2.6,1.89,0.94,0.9,0.55,0.84,0.89,1.0,0.59,0.76,0.72,1.26
c_0,2.75,2.56,1.52,3.8,2.36,2.38,1.22,1.15,1.22,0.61,1.09,0.96,0.64,0.93,0.86,0.68
b_0,2.4,2.81,2.22,2.9,3.47,2.0,1.11,0.93,1.1,0.6,0.62,0.73,0.67,1.0,0.83,0.66
f_0,2.62,4.06,2.5,2.25,2.62,2.08,1.22,0.9,0.81,0.84,0.92,0.6,0.67,0.93,1.23,0.49
h_0,2.78,3.03,2.3,2.33,2.87,2.34,1.63,1.03,1.21,1.01,0.89,1.05,1.02,0.78,0.78,0.92
a_0,2.59,3.24,3.05,3.01,2.78,3.81,1.3,1.27,1.3,1.0,0.63,0.9,0.9,0.57,0.88,0.96
e_0,3.17,3.82,2.54,2.98,2.8,2.97,1.53,1.19,1.33,1.02,1.14,0.62,0.86,0.98,0.58,0.88
g_0,2.64,3.11,3.4,3.2,2.68,2.6,1.1,0.95,1.6,1.09,1.09,1.18,0.69,1.01,0.91,1.02
