,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.39,0.86,1.04,1.02,1.05,0.76,1.01,0.98,0.89,1.2,,0.76,1.12,1.1,1.15
e_1,0.72,1.0,0.97,1.22,1.02,0.89,1.11,1.15,1.24,1.01,0.89,1.1,0.87,0.97,1.17,
d_1,1.17,1.03,1.0,0.97,1.02,1.15,1.0,,0.67,1.32,1.02,0.82,1.15,1.03,0.74,0.88
c_1,0.96,0.82,1.03,1.0,1.2,1.13,0.96,0.71,1.33,,0.88,1.21,1.18,1.08,0.79,
b_1,0.98,0.98,0.98,0.83,1.0,,1.08,1.18,1.06,1.0,,1.02,0.88,,1.02,1.0
a_1,0.96,1.12,0.87,0.88,,1.0,1.0,1.28,1.19,1.16,1.03,0.96,1.22,,0.89,
h_1,1.32,0.9,1.0,1.04,0.92,1.0,1.0,0.93,1.09,0.97,0.8,0.82,,1.05,1.3,0.89
d_0,0.99,0.87,,1.4,0.85,0.78,1.08,1.0,1.15,1.1,0.82,0.86,1.27,0.82,1.1,0.81
g_1,1.02,0.81,1.5,0.75,0.94,0.84,0.92,0.87,1.0,0.96,1.15,1.52,0.89,,,
c_0,1.12,0.99,0.76,,1.0,0.86,1.03,0.91,1.05,1.0,1.51,0.89,1.0,1.11,0.98,1.11
b_0,0.83,1.12,0.98,1.14,,0.97,1.25,1.22,0.87,0.66,1.0,0.96,0.93,1.5,1.07,0.89
f_0,,0.91,1.21,0.83,0.98,1.04,1.22,1.17,0.66,1.13,1.04,1.0,1.37,0.98,0.65,1.29
h_0,1.31,1.15,0.87,0.85,1.14,0.82,,0.79,1.13,1.0,1.07,0.73,,0.84,1.22,0.94
a_0,0.89,1.03,0.97,0.92,,,0.95,1.21,,0.9,0.67,1.02,1.19,1.0,1.21,
g_0,0.91,0.85,1.34,1.26,0.98,1.12,0.77,0.91,,1.02,0.93,1.53,0.82,0.83,,
e_0,0.87,,1.13,,1.0,,1.13,1.24,,0.9,1.12,0.77,1.06,,,1.0
