,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.97,1.1,0.97,0.61,0.5,0.54,0.44,0.54,0.41,0.39,0.26,0.34,,0.24
f_1,1.3,1.0,0.96,1.01,0.79,0.61,0.45,0.36,0.38,0.42,0.45,,0.29,0.33,0.33,0.36
d_1,1.03,1.05,1.0,0.8,0.93,0.98,0.5,0.36,0.57,,0.44,0.33,0.46,0.3,0.32,0.25
c_1,0.91,0.99,1.25,1.0,1.46,0.91,0.52,0.4,,0.38,0.37,0.44,0.36,0.46,0.33,0.36
b_1,1.03,1.26,1.08,0.69,1.0,1.05,0.81,0.6,0.51,0.46,,0.42,0.45,,0.31,0.4
a_1,1.63,1.63,1.02,1.1,0.95,1.0,0.72,0.53,0.57,0.65,0.49,0.4,0.43,,,0.58
h_1,2.01,2.23,2.01,1.91,1.23,1.38,1.0,1.15,0.94,0.81,0.83,0.65,,0.82,0.49,0.84
g_1,1.87,2.75,2.76,2.47,1.65,1.9,0.87,1.0,1.05,1.09,0.87,1.04,0.69,0.62,0.6,
c_0,2.29,2.63,1.74,,1.97,1.74,1.07,0.95,1.0,1.14,1.38,0.87,0.76,0.74,0.83,0.59
d_0,1.87,2.37,,2.66,2.19,1.54,1.24,0.91,0.88,1.0,1.02,0.98,0.82,0.75,0.83,0.72
b_0,2.43,2.24,2.26,2.73,,2.04,1.21,1.15,0.72,0.98,1.0,0.82,0.89,1.25,0.8,0.69
f_0,2.56,,3.03,2.28,2.41,2.52,1.54,0.96,1.15,1.02,1.23,1.0,1.12,0.65,0.92,0.69
h_0,3.82,3.41,2.2,2.79,2.21,2.33,,1.46,1.32,1.23,1.13,0.89,,0.8,0.91,1.25
a_0,2.96,2.99,3.29,2.18,,,1.23,1.62,1.36,1.34,0.8,1.55,1.25,1.0,,
e_0,,3.06,3.08,3.07,3.19,,2.02,1.67,1.2,1.2,1.26,1.09,1.1,,1.0,1.06
g_0,4.2,2.76,4.06,2.8,2.52,1.72,1.2,,1.69,1.39,1.45,1.45,0.8,,0.94,
