,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.21,0.86,1.01,0.9,0.77,0.61,0.6,0.6,0.66,0.58,0.53,0.46,0.45,0.57,0.44
e_1,0.83,1.0,0.96,1.16,0.8,0.78,0.77,0.77,0.67,0.92,0.68,0.73,0.63,0.74,0.58,0.58
d_1,1.16,1.05,1.0,0.88,0.86,0.73,0.76,0.56,0.86,0.7,0.69,0.63,0.63,0.57,0.46,0.56
c_1,0.99,0.86,1.13,1.0,1.37,0.89,0.71,0.68,0.54,0.47,0.57,0.65,0.63,0.6,0.55,0.56
b_1,1.12,1.24,1.16,0.74,1.0,1.36,0.72,0.76,0.71,0.64,0.63,0.6,0.68,0.56,0.69,0.6
a_1,1.3,1.3,1.36,1.15,0.72,1.0,0.89,0.78,0.74,0.67,0.95,0.71,0.79,0.79,0.72,0.68
h_1,1.6,1.36,1.38,1.37,1.35,1.15,1.0,1.12,0.8,0.95,0.86,0.91,0.87,0.72,0.93,0.83
g_1,1.7,1.3,1.86,1.47,1.33,1.19,0.87,1.0,0.93,0.87,0.97,1.02,0.8,0.84,0.77,0.97
c_0,1.67,1.58,1.17,1.73,1.37,1.29,1.25,1.13,1.0,0.97,1.37,1.01,0.93,0.93,0.93,0.86
d_0,1.52,1.07,1.49,2.24,1.49,1.45,1.1,1.12,0.98,1.0,0.88,1.02,0.88,0.76,0.89,0.88
b_0,1.66,1.55,1.28,1.82,1.58,1.04,1.15,1.08,0.73,1.18,1.0,1.02,0.96,1.52,0.93,0.86
f_0,1.85,1.35,1.57,1.52,1.65,1.4,1.17,0.98,1.0,0.97,1.03,1.0,0.95,0.87,0.66,1.33
h_0,2.13,1.54,1.57,1.68,1.41,1.25,1.2,1.3,1.09,1.12,1.03,1.05,1.0,0.97,1.12,0.86
a_0,2.18,1.36,1.68,1.62,1.99,1.43,1.39,1.13,1.08,1.29,0.68,1.18,1.0,1.0,0.96,1.1
g_0,1.77,1.72,2.15,1.87,1.45,1.34,1.09,1.32,1.04,1.1,1.11,1.5,0.89,1.02,1.0,0.91
e_0,2.17,1.68,1.76,1.81,1.72,1.46,1.15,1.01,1.08,1.15,1.14,0.74,1.15,0.94,1.19,1.0
