,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.47,1.38,1.35,1.95,3.04,16.78,21.85,28.37,26.84,45.33,,70.54,86.01,92.67,118.11
e_1,0.68,1.0,1.27,1.1,1.61,3.3,18.33,30.92,37.64,47.81,42.58,45.27,71.93,74.84,,98.88
c_1,0.73,0.79,1.0,1.29,1.75,3.34,17.99,15.79,24.36,,31.52,40.87,65.51,84.07,66.76,80.25
d_1,0.74,0.91,0.77,1.0,1.32,2.64,16.78,,19.28,42.7,33.84,38.84,49.87,71.46,68.51,69.51
b_1,0.51,0.62,0.57,0.76,1.0,3.35,17.78,14.73,20.59,22.66,,40.69,42.6,54.7,65.16,46.57
a_1,0.33,0.3,0.3,0.38,0.3,1.0,5.46,5.75,,7.63,,14.37,19.25,,,29.31
h_1,0.06,0.05,0.06,0.06,0.06,0.18,1.0,0.97,2.18,1.76,1.78,2.22,,3.96,5.01,6.38
d_0,0.05,0.03,0.06,,0.07,0.17,1.03,1.0,1.32,1.16,2.17,1.83,2.41,3.44,3.28,6.22
g_1,0.04,0.03,0.04,0.05,0.05,,0.46,0.76,1.0,1.18,1.15,1.82,1.51,2.74,2.74,
c_0,0.04,0.02,,0.02,0.04,0.13,0.57,0.86,0.85,1.0,1.6,1.6,2.22,3.19,2.14,3.07
b_0,0.02,0.02,0.03,0.03,,,0.56,0.46,0.87,0.63,1.0,1.34,1.78,2.52,2.02,2.52
f_0,,0.02,0.02,0.03,0.02,0.07,0.45,0.55,0.55,0.63,0.75,1.0,1.21,1.69,2.42,1.82
h_0,0.01,0.01,0.02,0.02,0.02,0.05,,0.42,0.66,0.45,0.56,0.82,,1.21,1.11,1.96
a_0,0.01,0.01,0.01,0.01,0.02,,0.25,0.29,0.36,0.31,0.4,0.59,0.83,1.0,,1.25
e_0,0.01,,0.01,0.01,0.02,,0.2,0.31,0.36,0.47,0.49,0.41,0.9,,1.0,1.39
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.16,0.16,,0.33,0.4,0.55,0.51,0.8,0.72,
