,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,e_0,a_0,g_0
f_1,1.52,1.47,0.98,0.9,0.86,0.73,1.03,1.26,1.04,1.0,1.03,0.85,1.11,0.75,0.9,1.21
e_1,0.98,1.52,1.29,0.89,0.94,0.76,1.11,1.79,1.11,1.02,1.19,1.2,1.35,0.95,1.04,1.09
c_1,1.04,0.86,1.58,1.0,1.57,1.02,1.18,1.02,0.91,1.02,0.8,1.1,1.27,1.09,0.83,1.08
d_1,1.26,1.1,0.89,1.6,0.89,0.75,1.19,1.1,1.76,0.98,1.33,1.05,1.37,0.96,1.05,1.09
b_1,1.08,0.99,0.88,1.07,1.62,1.51,1.19,1.14,1.19,1.1,0.97,1.15,1.21,1.04,0.76,1.18
a_1,1.22,1.07,1.06,1.14,0.84,1.76,1.41,1.39,1.35,1.27,1.41,1.36,1.4,1.11,0.98,1.26
h_1,1.56,1.31,1.24,1.37,1.16,0.82,1.89,1.39,1.34,1.61,1.39,1.39,1.37,1.36,1.4,1.65
d_0,1.21,1.16,1.87,1.12,1.45,0.95,1.49,1.78,1.25,1.35,1.35,1.45,1.57,1.41,1.24,1.54
c_0,1.46,1.36,1.35,1.24,1.05,1.05,1.67,1.67,1.86,1.53,2.33,1.4,1.66,1.35,1.56,1.63
g_1,1.34,1.33,1.31,1.65,1.09,0.95,1.32,1.41,1.46,1.98,1.37,1.81,1.42,1.48,1.37,1.29
b_0,1.59,1.41,1.52,1.25,1.04,0.75,1.55,1.65,1.28,1.51,1.92,1.33,1.89,1.33,2.32,1.65
f_0,1.4,1.16,1.47,1.51,1.26,1.05,1.54,1.6,1.59,1.33,1.57,1.92,1.6,2.27,1.49,1.49
h_0,1.69,1.35,1.36,1.41,1.18,1.08,1.38,1.6,1.51,1.72,1.54,1.41,1.6,1.24,1.31,1.92
e_0,1.62,1.24,1.44,1.57,1.38,1.15,1.55,1.45,1.65,1.44,1.48,1.41,1.71,1.95,1.52,1.82
a_0,1.63,1.41,1.55,1.35,1.56,0.82,1.64,1.94,1.57,1.38,1.41,1.46,1.98,1.61,2.01,1.71
g_0,1.42,1.36,1.38,1.92,1.26,1.06,1.52,1.46,1.77,1.4,1.59,1.95,1.62,1.55,1.48,1.44
