,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.21,0.88,1.06,0.99,0.92,0.89,0.92,0.93,1.02,0.92,0.86,0.8,0.79,1.04,0.81
e_1,0.83,1.0,0.98,1.21,0.89,0.93,1.11,1.18,1.04,1.42,1.08,1.18,1.09,1.29,1.05,1.06
d_1,1.13,1.03,1.0,0.9,0.92,0.85,1.07,0.85,1.3,1.06,1.07,1.0,1.06,0.98,0.82,0.99
c_1,0.94,0.82,1.1,1.0,1.44,1.02,0.98,0.99,0.8,0.7,0.87,1.01,1.03,1.01,0.96,0.97
b_1,1.01,1.12,1.08,0.7,1.0,1.47,0.94,1.05,0.99,0.9,0.9,0.88,1.06,0.88,1.14,0.99
a_1,1.09,1.09,1.16,1.01,0.67,1.0,1.08,1.01,0.96,0.87,1.26,0.96,1.14,1.16,1.1,1.04
h_1,1.11,0.94,0.98,0.99,1.03,0.95,1.0,1.19,0.86,1.03,0.95,1.02,1.04,0.87,1.18,1.05
g_1,1.11,0.85,1.24,1.0,0.96,0.93,0.81,1.0,0.94,0.88,1.0,1.08,0.9,0.96,0.91,1.15
c_0,1.08,1.02,0.77,1.17,0.97,0.99,1.16,1.12,1.0,0.98,1.4,1.06,1.03,1.05,1.09,1.0
d_0,0.98,0.69,0.98,1.51,1.06,1.12,1.02,1.11,0.98,1.0,0.89,1.06,0.98,0.86,1.05,1.03
b_0,1.04,0.98,0.83,1.2,1.1,0.78,1.05,1.04,0.71,1.16,1.0,1.04,1.05,1.68,1.07,0.99
f_0,1.14,0.84,0.99,0.98,1.12,1.04,1.04,0.93,0.96,0.93,1.01,1.0,1.01,0.95,0.74,1.49
h_0,1.23,0.9,0.93,1.02,0.9,0.87,1.01,1.15,0.98,1.01,0.94,0.98,1.0,0.99,1.18,0.91
a_0,1.24,0.78,0.98,0.96,1.25,0.97,1.15,0.99,0.95,1.15,0.62,1.09,0.99,1.0,1.0,1.14
g_0,0.97,0.94,1.21,1.07,0.88,0.88,0.86,1.11,0.89,0.94,0.96,1.33,0.84,0.98,1.0,0.91
e_0,1.19,0.92,0.99,1.04,1.04,0.95,0.91,0.85,0.92,0.98,0.99,0.66,1.09,0.91,1.19,1.0
