,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
d_1,0.66,1.53,1.42,1.33,1.28,1.28,0.59,0.43,0.81,0.57,0.51,0.47,0.42,0.53,0.29,0.43
f_1,1.3,0.66,1.59,1.51,1.36,1.21,0.48,0.68,0.52,0.47,0.43,0.64,0.29,0.41,0.49,0.36
e_1,1.68,0.92,0.66,1.55,1.41,1.38,0.74,0.68,0.63,0.58,0.59,0.56,0.43,0.47,0.39,0.65
c_1,1.82,1.47,1.36,0.63,1.65,1.31,0.69,0.62,0.36,0.63,0.48,0.6,0.52,0.44,0.4,0.52
b_1,1.57,1.8,1.48,0.99,0.62,1.78,0.72,0.71,0.58,0.59,1.02,0.58,0.47,0.72,0.52,0.54
a_1,1.58,2.29,1.79,1.99,1.08,0.57,1.0,1.1,0.76,0.66,0.8,0.63,0.62,1.16,0.65,0.7
h_1,2.34,2.3,1.99,2.05,2.29,1.79,0.58,1.09,0.75,0.66,0.76,0.73,0.95,0.72,0.71,0.75
g_1,2.44,2.33,2.46,2.27,2.46,1.77,0.77,0.56,0.87,0.88,0.84,0.9,0.56,0.79,0.71,0.77
d_0,2.9,2.47,1.47,2.87,2.48,2.14,1.04,1.13,0.63,0.82,0.96,0.72,0.8,0.69,0.74,0.89
c_0,1.43,2.75,2.22,4.43,2.58,2.25,1.25,1.1,1.13,0.65,1.08,0.86,0.76,0.8,0.64,0.85
b_0,2.16,2.76,2.38,3.39,3.02,1.93,1.13,1.06,0.84,0.54,0.61,0.8,0.69,0.87,0.68,0.7
f_0,2.31,4.07,2.58,2.33,2.3,2.33,1.28,0.85,1.03,0.97,1.08,0.6,0.83,0.91,0.54,1.24
h_0,2.52,3.07,2.91,2.38,2.72,2.2,1.49,1.28,0.99,0.96,0.91,0.95,1.09,0.84,0.84,0.76
a_0,2.62,3.16,2.93,2.82,2.75,3.27,1.22,1.55,1.27,0.95,0.74,0.79,0.83,0.58,0.8,0.98
g_0,3.18,2.79,3.05,3.46,2.66,2.38,1.06,2.4,1.08,1.19,1.04,1.13,0.71,1.02,1.0,1.13
e_0,2.78,4.54,4.45,3.04,2.94,2.49,1.24,1.24,0.9,0.89,1.35,0.52,1.07,1.02,0.75,0.56
